ID; Beskrivelse; adresse; kvadratmeter; pris;pris per kvadratmeter ; totalpris ; fellesutgifter; megler 
173833822 ; BJERKAKER SJØPARK -   Ny 3-roms hjørneleilighet  med 2 balkonger. Har meget god planløsning med bla. eget vaskerom. Det er heis i bygget og sportsbod på 5 kvm. ; Strandvegen 112A, Tromsø ; 88 m² ; 2100000 kr; 23864 ; Totalpris: 5 276 627 kr ; 9 592 kr ; DNB Eiendom AS
154371043 ; Sollivegen 30 + 28. Enebolig, ubebygd boligtomt + 200 kvm garasjeanlegg. Meget flott beliggenhet med en utrolig utsikt. ; Sollivegen 30, Tromsdalen ; 395 m² ; 22500000 kr; 56962 ; Totalpris: 23 073 470 kr;0 ; Eie Eiendomsmegling Tromsø
172698743 ; 4-roms pen andelsleilighet med flott utsikt og parkering på Varden ; Varden 173, Tromsø ; 95 m² ; 3590000 kr; 37789 ; Totalpris: 3 969 536 kr ; 6 062 kr ; Eie Eiendomsmegling Tromsø
173811514 ; Enebolig på romslig tomt og med nydelig utsikt på Hungeren i Tromsdalen ; Solstrandvegen 65, Tromsdalen ; 80 m² ; 6900000 kr; 86250 ; Totalpris: 7 086 520 kr;0 ; Eie Eiendomsmegling Tromsø
173577816 ; Workinntoppen - Lys og  strøken 2-roms selveier med garasje. Romslig balkong mot sør. Attraktiv beliggenhet i 3 etg på Workinntoppen. ; Workinntoppen 16, Tromsø ; 37 m² ; 3450000 kr; 93243 ; Totalpris: 3 537 420 kr ; 3 119 kr ; EiendomsMegler 1 Rødbanken
172217655 ; TA KONTAKT FOR VISNING!  Populær og romslig 3-roms med flott beliggenhet i nederste rekke-nydelig utsikt! ; Varden 196, Tromsø ; 83 m² ; 2640000 kr; 31807 ; Totalpris: 2 991 553 kr ; 5 254 kr ; GARANTI Eiendomsmegling Tromsø
172826423 ; Strand - Familievennlig og moderne enebolig | Godkjent utleie | Dobbelgarasje | Stor hjørnetomt | Gode sol- og utsiktsforhold ; Strandsneglvegen 5, Kvaløya ; 272 m² ; Solgt; None ; Totalpris: 9 032 624 kr;0 ; Hjem Eiendomsmegling
173780035 ; Stakkevollvegen - 3-roms andelsleilighet på bakkeplan med garasje, terrasse og sentral plassering. ; Stakkevollvegen 100E, Tromsø ; 58 m² ; 1690000 kr; 29138 ; Totalpris: 3 136 309 kr ; 9 862 kr ; DNB Eiendom AS
174419133 ; Sentrum - Bud Mottatt. Husk å avtale visningstid! Spennende og arealeffektiv 2-roms leilighet med hems beliggende i sentrum. ; Storgata 91, Tromsø ; 47 m² ; 3100000 kr; 65957 ; DNB Eiendom AS;0 ; Eier (Selveier) • Leilighet • 1 soverom
164190454 ; SJØKANTEN PARK BYGG A | Nye sentrumsnære leiligheter tilrettelagt for smarthusløsninger ; Sjøkanten Park bygg A, Tromsø ; 38 - 112 m² ; 2790000 - 8490000 kr; 73421 - 75804 ; Eier (Selveier) ; Leilighet ; Consept Bolig
133010876 ; MINUTTET borettslag - 25 byleiligheter midt i sentrum - 24 solgte -  kun 1 igjen! - Tromsø`s hovedpulsåre - 2-3 roms  leiligheter. Innflytting sommer 2020 ; SKANCKESMUGET 1, Tromsø ; 68 m² ; 2740000 kr; 40294 ; Totalpris: 5 480 000 kr;0 ; TotalEiendom
173726901 ; Tromsdalen sør/ Kaldslett - Flott og oppgradert enebolig med nydelig utsikt. 
Ligger i et solrikt og attraktivt boligområde. ; Dalbergvegen 16, Tromsdalen ; 138 m² ; 5990000 kr; 43406 ; Totalpris: 6 140 920 kr;0 ; EiendomsMegler 1 Rødbanken
151175998 ; Nordbyen - din mulighet til et nytt og spennende kapittel i livet! ; Nordbyen, Tromsø ; 28 - 115 m² ; 2140000 - 8390000 kr; 76429 - 72957 ; Totalpris: 2 159 820 - 8 409 820 kr;0 ; EiendomsMegler 1 Rødbanken
163207684 ; Bjørnebekken - Enebolig med 2-roms utleieleilighet - nær barnehage og skole - topp utsikt - garasje ; Otervegen 67, Tromsø ; 206 m² ; 6900000 kr; 33495 ; Totalpris: 7 073 670 kr;0 ; EiendomsMegler 1 Rødbanken
169013521 ; 3-roms andelsleilighet midt i sentrum - attraktiv beliggenhet med vestvendt markterrasse ; Grønnegata 8 H, Tromsø ; 82 m² ; Solgt; None ; Totalpris: 3 590 773 kr ; 6 057 kr ; Eie Eiendomsmegling Tromsø
148114561 ; Fram Vervet - 1. salgstrinn, Tromsøs nye bydel - 70 solgte enheter ; Skansegata 13, Tromsø ; 34 - 138 m² ; 2970000 - 16900000 kr; 87353 - 122464 ; Totalpris: 3 020 000 - 16 950 000 kr;0 ; TotalEiendom
171014177 ; SJØKANTEN PARK BYGG B |SALGET ER I GANG - Nye smartleiligheter med sentral beliggenhet i svært populært boområde ; Sjøkanten Park bygg B, Tromsø ; 38 - 112 m² ; 2390000 - 8490000 kr; 62895 - 75804 ; Eier (Selveier) ; Leilighet ; Consept Bolig
121556907 ; MIDTRE KALDSLETT/LILLETUNET 2 NORD OG SØR - 4-roms leiligheter med store terrasser, garasjeplass og sportsbod. Ta kontakt for privat visning! ; Midtre Kaldslett, Tromsdalen ; 113 m² ; 6140000 - 6450000 kr; 54336 ; Totalpris: 6 182 313 - 6 503 070 kr;0 ; DNB Eiendom AS
161469711 ; PRESTVANNET - Stilfull 4(5)-roms rekkehus ved Prestvannet - Gangavstand til sentrum - Garasjeplass! ; Sparre Schneiders veg 1 C, Tromsø ; 122 m² ; 3190000 kr; 26148 ; Totalpris: 6 672 841 kr ; 12 247 kr ; Sne Eiendomsmegling AS
173371210 ; Strandkanten - Kysten / Strandkanten - Praktisk og sentral 3-roms leilighet - Parkering - Gangavstand til det meste ; Strandvegen 83A, Tromsø ; 64 m² ; 3100000 kr; 48438 ; Totalpris: 3 190 170 kr ; 240 kr ; Hjem Eiendomsmegling
173413670 ; BJERKAKER SJØPARK - Ny hjørneleilighet ytterst på sjøkanten med hybel/kontor! Nydelig utsikt til evig tid! ; Strandvegen 114 A, Tromsø ; 86 m² ; 6740000 kr; 78372 ; Totalpris: 6 916 942 kr ; 3 409 kr ; Sne Eiendomsmegling AS
173413651 ; FAGERENG - Lys og romslig 3-roms selveier i populært boligområde! Sørvestvendt balkong, enkel adkomst og garasje! ; Wanny Woldstads Veg 97, Tromsø ; 65 m² ; 3690000 kr; 56769 ; Totalpris: 3 783 592 kr ; 2 237 kr ; Sne Eiendomsmegling AS
173413201 ; Sentrum Nord - Sentral 2-romsleilighet med balkong og i umiddelbar nærhet til mange av sentrums fasiliteter. ; Storgata 119, Tromsø ; 38 m² ; 1150000 kr; 30263 ; Totalpris: 2 251 831 kr ; 9 814 kr ; Eie Eiendomsmegling Tromsø
173400963 ; Workinnmarka/Norrøna Boligpark -  Fantastisk flott bolig over 2 etasjer. Har en planløsning du sjelden finner med sine s ; Marmælen G24, Tromsø ; 145 m² ; 7990000 kr; 55103 ; Totalpris: 8 020 929 kr ; 4 294 kr ; DNB Eiendom AS
173400543 ; Norrøna Boligpark/IDUNN - Unik fireromsleilighet med utleiedel evt. eget rom til ungdommen som skal bo hjemme en stund t ; Marmælen H31, Tromsø ; 118 m² ; 8990000 kr; 76186 ; Totalpris: 9 017 275 kr ; 3 227 kr ; DNB Eiendom AS
173323793 ; Innholdsrik og flott 4-roms leilighet i meget attraktivt område. Svært gode lys- og utsiktsforhold. Parkering. ; Hagavegen 44, Tromsø ; 102 m² ; 4500000 kr; 44118 ; Totalpris: 4 613 550 kr ; 2 106 kr ; EiendomsMegler 1 Rødbanken
173400347 ; Norrøna Boligpark - Unik fireroms endeleilighet med to balkonger og flott utsikt. Romslig stue på hele 52 kvm! ; Marmælen G41, Tromsø ; 103 m² ; 7590000 kr; 73689 ; Totalpris: 7 616 819 kr ; 3 094 kr ; DNB Eiendom AS
173400223 ; Fantastisk med snø, men måking om morgenen slipper du med ny leilighet i Norrøna boligpark. Ny 3-roms selveierleilighet ; Marmælen H32, Tromsø ; 73 m² ; 5950000 kr; 81507 ; Totalpris: 5 973 073 kr ; 2 000 kr ; DNB Eiendom AS
154031207 ; Hamna / Solneset - Sjelden mulighet! Innbydende bolig med 3 soverom, garasje og en nydelig utsikt beliggende i vannkanten! ; Hamneneset 84B, Tromsø ; 103 m² ; 6290000 kr; 61068 ; Totalpris: 6 448 504 kr;0 ; Hjem Eiendomsmegling
173374980 ; Hamna - Stilren og moderne 3-roms fra 2018 - Parkering - Lekker standard ; Hamneneset 22, Tromsø ; 57 m² ; 3600000 kr; 63158 ; Totalpris: 3 691 170 kr ; 1 914 kr ; EiendomsMegler 1 Tromsø Strandgata
173349894 ; Sentrum av byen - Stor og betydelig oppgradert 4-roms selveier med garasjeplass i sentrumsbygg med heis! ; Parkgata 21, Tromsø ; 106 m² ; 5950000 kr; 56132 ; Totalpris: 6 099 920 kr ; 5 892 kr ; Hjem Eiendomsmegling
161177742 ; Norrøna Boligpark i Workinnmarka - Her får du høy standard på leilighetene og store bilfrie uteareale. Leilighetene ligger i et av byens mest attraktive boligområder. Forventet ferdigstillelse 2. kvartal 2021. Ta kontakt for visning! ; Marmælen, Tromsø ; 39 - 145 m² ; 2990000 - 8990000 kr; 76667 - 62000 ; Totalpris: 3 009 876 - 9 017 275 kr;0 ; DNB Eiendom AS
138878836 ; VELKOMMEN PÅ VISNING! 18 moderne selveierleiligheter med gjennomgående høy standard! ; Evjenveien 92, Tomasjord ; 63 - 96 m² ; 3990000 - 7150000 kr; 63333 - 74479 ; Totalpris: 4 090 972 - 7 329 972 kr;0 ; Sne Eiendomsmegling AS
173347625 ; Storelva - Meget flott 3-roms med garasje, vedfyring, balkong og rikelige med bodplass! ; Mølneringen 2 B, Kvaløya ; 61 m² ; 2050000 kr; 33607 ; Totalpris: 2 832 641 kr ; 9 024 kr ; GARANTI Eiendomsmegling Tromsø
173339919 ; Stakkevollan - Meget flott 3-R m/stilfullt kjøkken og garasje  i attraktivt området med nærhet til det meste! Gangavstand til UNN/UiT! ; Utsikten 197, Tromsø ; 88 m² ; 2760000 kr; 31364 ; Totalpris: 2 947 749 kr ; 6 214 kr ; GARANTI Eiendomsmegling Tromsø
173328933 ; TA KONTAKT FOR VISNING !! Arealeffektiv  2-roms i beliggende med gangavstand til UNN/UIT! ; Stakkevollvegen 114K, Tromsø ; 45 m² ; 1850000 kr; 41111 ; Totalpris: 2 244 018 kr ; 6 316 kr ; GARANTI Eiendomsmegling Tromsø
173296327 ; Nå skjer det!  14 moderne eneboliger med nydelig beliggenhet legges snart ut for salg. Meld din interesse. ; Krokelvdalen ; not found ; not found; None ; Eier (Selveier) ; Enebolig ; DNB Eiendom AS
173306917 ; Ta kontakt med megler for å avtale visningstidspunkt! Lekker leilighet i tomannsbolig fra 2019 ; Storbakkvegen 65, Tromsdalen ; 58 m² ; 3700000 kr; 63793 ; Totalpris: 3 793 550 kr;0 ; EiendomsMegler 1 Tromsø Strandgata
173304593 ; Ny 3-roms leilighet med gode solforhold. Siste salgstrinn bygg D. Bjerkaker Sjøpark. Byggingen er startet! ; Bjerkaker sjøpark Bygg D salgstrinn 6, D208, Tromsø ; 58 m² ; 1476000 kr; 25448 ; Totalpris: 3 716 627 kr ; 7 782 kr ; DNB Eiendom AS
173301869 ; Ny innholdsrik 3-roms leilighet med god planløsning på Bjerkaker Sjøpark. Byggingen er startet og innflyttning er  somme ; Bjerkaker sjøpark Bygg D salgstrinn 6, D212, Tromsø ; 53 m² ; 1436000 kr; 27094 ; Totalpris: 3 616 627 kr ; 7 443 kr ; DNB Eiendom AS
173298703 ; Tomasjord - Pen og velholdt enebolig med godkjent utleiedel i populært område. Svært gode solforhold, barnevennlig og flott utsikt ; Stjernevegen 19, Tomasjord ; 214 m² ; 7500000 kr; 35047 ; Totalpris: 7 688 842 kr;0 ; DNB Eiendom AS
173295774 ; Storskogen - Lys og pen 2-roms leilighet med sentral beliggenhet. Utsikt mot hav og fjell. Egen garasje. Innholdsrikt nærområde. ; Garver Eidissens veg 7, Tromsø ; 49 m² ; 2900000 kr; 59184 ; Totalpris: 2 973 842 kr;0 ; DNB Eiendom AS
132534196 ; Kongsparken I Midt i hjertet av Tromsø sentrum I 34 tidløse kvalitetsboliger i 9 etasjer ; Kongsparken, Tromsø ; 66 - 127 m² ; 5100000 - 12800000 kr; 77273 - 100787 ; Eier (Selveier) ; Leilighet ; Hjem Eiendomsmegling
148268689 ; SOLNESET/HAMNA SØR -  Etablert bydel søker nye beboere - Nye selveierleil.  med garasjeplass(-er) inkludert i prisen. ; BLÅTIMEN - Hamneneset, Tromsø ; 54 - 120 m² ; 3640000 - 8990000 kr; 67407 - 74917 ; Totalpris: 3 653 026 - 9 011 342 kr;0 ; DNB Eiendom AS
163188498 ; Sør-Tromsøya - Pen enebolig over 2 plan - NY PRIS - Sentral beliggenhet på toppen av øya - Garasje ; Hagavegen 28, Tromsø ; 142 m² ; 6165000 kr; 43415 ; Totalpris: 6 331 999 kr;0 ; Hjem Eiendomsmegling
173247052 ; Sjøstranda - Ta kontakt med megler på tlf 95808257 for å avtale visningstidspunkt - Flott leilighet for førstegangskjøperen ; Sjøstranda 1, Tromsø ; 37 m² ; 1550000 kr; 41892 ; Totalpris: 2 340 414 kr ; 5 762 kr ; EiendomsMegler 1 Tromsø Strandgata
173237139 ; Sentrum - Rivingsobjekt. Godkjente byggtegninger for nybygg med 3 stk leil på ca. 80 - 90kvm (3- og 4-roms). Fantastisk utsikt! ; Dramsvegen 46, Tromsø ; 178 m² ; 5000000 kr; 28090 ; Totalpris: 5 126 342 kr;0 ; DNB Eiendom AS
173112027 ; Valhall - Stor 2-roms andelsleilighet med oppussingsbehov på Kvamstykket. Sentral beliggenhet, parkering og flott utsikt. ; Anton Iversens veg 9, Tromsø ; 52 m² ; 2190000 kr; 42115 ; Totalpris: 2 479 285 kr ; 5 003 kr ; Hjem Eiendomsmegling
173157312 ; Duevegen - Flott 3(4)-roms leilighet i fjerde etasje, med en sentral beliggenhet på Tromsøya. Fine solforhold og parkering. ; Duevegen 1, Tromsø ; 81 m² ; 2990000 kr; 36914 ; Totalpris: 3 128 912 kr ; 6 483 kr ; DNB Eiendom AS
173109740 ; SENTRUM - NYHET! Unik toppleilighet midt i hjertet av Tromsø sentrum! Solfylt balkong, vinterhage, parkering og fantastisk utsikt! ; Nerstranda 57, Tromsø ; 121 m² ; 12000000 kr; 99174 ; Totalpris: 12 307 842 kr ; 2 413 kr ; Sne Eiendomsmegling AS
172862108 ; Tromsdalen - Tiltalende rekkehus med garasjeplass, god planløsning og vestvendt beliggenhet i barnevennlige omgivelser. ; Anton Jakobsens veg 30 c, Tromsdalen ; 134 m² ; 6500000 kr; 48507 ; Totalpris: 6 663 670 kr ; 3 984 kr ; EiendomsMegler 1 Rødbanken
172947646 ; Fagereng - Fin,  tilpasset 3- roms  hjørneleilighet i Vestre Hansmark BL, med mange brukermuligheter, flott utsikt og garasje.
Muli ; Edderdunvegen 39, Tromsø ; 76 m² ; 2650000 kr; 34868 ; Totalpris: 3 613 738 kr ; 10 782 kr ; DNB Eiendom AS
172917288 ; RØSTBAKKEN - Stor enebolig med svært sentral og attraktiv beliggenhet, samt flott utsikt mot fastlandet! ; Hagavegen 49, Tromsø ; 179 m² ; 5800000 kr; 32402 ; Totalpris: 5 956 642 kr;0 ; Sne Eiendomsmegling AS
172917284 ; KALDFJORD - Eldre enebolig med stor tomt i barnevennlige omgivelser. Meget gode sol og utsiktsforhold !! ; Innelvvegen 157, Kvaløya ; 122 m² ; 3070000 kr; 25164 ; Totalpris: 3 158 392 kr;0 ; Sne Eiendomsmegling AS
172914815 ; STUERTVEGEN 8 | 3. stk. Prosjekterte moderne boliger på attraktive Mortensnes | Ferdig Q1 2021 ; Stuertvegen 8, Tromsø ; 103 - 137 m² ; 5890000 - 7100000 kr; 57184 - 51825 ; Eier (Selveier) ; Leilighet ; Hjem Eiendomsmegling
172891269 ; Midtre Kaldslett - 5- roms BL leilighet over 2 plan med herlig utsikt, vedfyring og garasje.
Interessenter må melde seg til megler på mail ; Selmalund 56, Tromsdalen ; 115 m² ; 4200000 kr; 36522 ; Totalpris: 4 707 558 kr ; 8 410 kr ; DNB Eiendom AS
172887610 ; Nyhet! Sommerlyst - Lys og innbydende 5-roms eierseksjon. Garasje og balkong. Veletablert boligområde på toppen av øya. ; Perstien 1B, Tromsø ; 142 m² ; 4990000 kr; 35141 ; Totalpris: 5 123 770 kr ; 2 000 kr ; Eie Eiendomsmegling Tromsø
129691358 ; Velkommen til vakre Workinntoppen; Selveierleiligheter med vestvendt beliggenhet. ; Workinntoppen Panorama, Tromsø ; not found ; not found; None ; Eier (Selveier) ; Leilighet ; EiendomsMegler 1 Rødbanken
127295112 ; Storhaugen ligger sentralt plassert vest for Tromsø sentrum i et av Tromsøs aller flotteste og mest herskapelige boligområder. Byggingen har startet. Ta kontakt for privat visning! ; Storhaugen, Tromsø ; 95 - 117 m² ; 6590000 - 11900000 kr; 69368 - 101709 ; Eier (Selveier) ; Leilighet ; DNB Eiendom AS
174611988 ; Stilren og topp moderne leilighet midt i sentrum. Skjermet beliggenhet, god standard og nydelig utsikt. ; Strandskillet 5 E, Tromsø ; 46 m² ; 3150000 kr; 68478 ; EiendomsMegler 1 Rødbanken;0 ; Eier (Selveier) • Leilighet • 1 soverom
172768923 ; Myreng - Stor enebolig i svært populært boligområde v/Myreng på midten av Tromsøya. Fin utsikt og gangavstand til det meste. ; Conrad Holmboes veg 28C, Tromsø ; 174 m² ; 7490000 kr; 43046 ; Totalpris: 7 690 124 kr;0 ; Hjem Eiendomsmegling
165939617 ; TA KONTAKT FOR VISNING !  Arealeffektiv 2-roms beliggende i  attraktivt boligområde på vestsiden av Tromsøya. ; Wanny Woldstads veg 129, Tromsø ; 23 m² ; Solgt; None ; Totalpris: 1 667 128 kr ; 6 079 kr ; GARANTI Eiendomsmegling Tromsø
172820092 ; TROMSDALEN - Moderne leilighet med høy standard, smart planløsning og parkering! ; Bjerkengvegen 9 1.etg SØR, Tromsdalen ; 95 m² ; 5290000 kr; 55684 ; Eier (Selveier) ; Leilighet  ; Sne Eiendomsmegling AS
172585022 ; Workinntoppen - Flott 3-roms hjørneleilighet i toppetasje | 2 terrasser, flott utsikt og garasje | heis til alle plan ; Workinntoppen 20, Tromsø ; 72 m² ; 4880000 kr; 67778 ; Totalpris: 5 010 570 kr ; 3 140 kr ; Hjem Eiendomsmegling
172770337 ; Kaldslett - Tromsdalen - Sjelden perle av en skjønnhet kan nå bli din! Nydelig 3 roms med utsikt og parkering ; Storbakkvegen 41, Tromsdalen ; 78 m² ; 2400000 kr; 30769 ; Totalpris: 4 536 224 kr ; 11 015 kr ; EiendomsMegler 1 Tromsø Strandgata
172749155 ; Flott og innflyttingsklar familiebolig med garasje, stor veranda, markterrasse, 4 soverom, stor stue, vedfyring og utsik ; Kløvervegen 2E, Tromsø ; 144 m² ; 5990000 kr; 41597 ; Totalpris: 6 141 004 kr;0 ; Hjem Eiendomsmegling
169851768 ; Tromsø sentrum / Stortorget - Fantastisk og nybygget selveier på 133m2 beliggende midt i Tromsø sentrum! Høy standard, heis og stor veranda! ; Storgata 92, Tromsø ; 133 m² ; 10900000 kr; 81955 ; Totalpris: 11 178 670 kr ; 2 992 kr ; Hjem Eiendomsmegling
172745039 ; Villa Blåtimen - Solneset - 12 moderne og tidsriktige boliger med store vindusflater og panoramautsikt i trygge omgivelser ; Hamneneset, Tromsø ; 110 - 168 m² ; 5590000 - 7690000 kr; 50818 - 45774 ; Totalpris: 5 621 374 - 7 733 874 kr;0 ; Hjem Eiendomsmegling
147668521 ; Velkommen til vakre Workinntoppen; selveierleiligheter m/sørvest vendt beliggenhet. ; Workinntoppen Bygg B4, Tromsø ; not found ; not found; None ; Eier (Selveier) ; Leilighet ; EiendomsMegler 1 Rødbanken
163042033 ; Solnestoppen - Nye eneboliger med fantastisk utsikt, god standard og praktiske løsninger. Terrasse og carport. ; Berglivegen B16, Tromsø ; 134 m² ; 6990000 - 7200000 kr; 52164 ; Totalpris: 7 039 424 - 7 249 424 kr;0 ; Hjem Eiendomsmegling
172331528 ; Visning 15/4. Romslig 3-roms leilighet i meget attraktivt boligområde like ved Charlottenlund. Parkering. ; Ringkøbingvegen 13, Tromsø ; 76 m² ; 3350000 kr; 44079 ; Totalpris: 3 449 759 kr ; 3 500 kr ; EiendomsMegler 1 Rødbanken
172057672 ; Kaldfjord | Ideell halvdel av enebolig med flott utsikt og utleieleilighet ; Innelvvegen 69, Kvaløya ; 329 m² ; 4335000 kr; 13176 ; Totalpris: 4 444 545 kr;0 ; Advokatfirmaet Simonsen Vogt Wiig AS
172579570 ; Bjerkakerstranda -  stor frontleilighet med 2 hybler og garasje, leieinntekter på kr 11.800,- pr. mnd ; Balsfjordvinden 36, Tromsø ; 124 m² ; 6490000 kr; 52339 ; Totalpris: 6 729 543 kr ; 5 191 kr ; Eie Eiendomsmegling Tromsø
131714877 ; SKIR - 6 eksklusive bryggehus med unik beliggenhet på bryggekanten. Fantastisk utsikt mot Sundet. ; SKIR - BRYGGEHUS, Tromsø ; 108 m² ; 8950000 kr; 82870 ; Eier (Selveier) ; Leilighet ; EiendomsMegler 1 Rødbanken
131715907 ; SKIR - 27 spennende leiligheter med fantastisk utsikt i Strankantens siste boligprosjekt. ; SKIR - BYGG B, Tromsø ; 68 - 77 m² ; 5290000 - 6250000 kr; 77794 - 81169 ; Totalpris: 5 303 250 - 6 263 250 kr;0 ; EiendomsMegler 1 Rødbanken
142552499 ; Sjøfronten er selve kronverket på Bjerkaker sjøpark og ligger litt for seg selv nært havet. Flere av leilighetene har panoramautsikt 180 grader langs sundet. Ta kontakt for privat visning! ; Sjøfronten Strandvegen 114, Tromsø ; 80 - 103 m² ; 2660000 - 3060000 kr; 33250 - 29709 ; Totalpris: 6 676 627 - 7 676 627 kr;0 ; DNB Eiendom AS
172326161 ; Kroken - Stor 4 (5) - roms brl.leilighet med fin utsikt i øverste etasje i lavblokk. Vestvendt innglasset veranda og garasjeplass ; Malmvegen 116, Krokelvdalen ; 105 m² ; 3090000 kr; 29429 ; Totalpris: 3 452 981 kr ; 7 314 kr ; Hjem Eiendomsmegling
149905829 ; Mortensnes - Fantastisk beliggende enebolig med herlig arkitektur, spennende planløsning og gode solforhold! ; Gnistvegen 17, Tromsø ; 189 m² ; Solgt; None ; Totalpris: 9 636 170 kr;0 ; Hjem Eiendomsmegling
172345675 ; BJERKAKER - Lys og arealeffektiv 3-roms leilighet sentralt beliggende på Bjerkaker! ; Strandvegen 104 B, Tromsø ; 78 m² ; 3250000 kr; 41667 ; Totalpris: 3 892 548 kr ; 7 350 kr ; Sne Eiendomsmegling AS
172345664 ; RAMFJORDBOTN - Prisgunstig 4-roms selveier med flott utsikt over Ramfjord! Kun ca 20 min fra Tromsø sentrum! ; Slettengvegen 9B, Ramfjordbotn ; 89 m² ; 2540000 kr; 28539 ; Totalpris: 2 611 942 kr ; 400 kr ; Sne Eiendomsmegling AS
149530394 ; TROMSDALEN - Romslig enbolig på stor tomt i Tromsdalen - Gode solforhold og flott utsikt! ; Gammelgårdvegen 33, Tromsdalen ; 265 m² ; 7700000 kr; 29057 ; Totalpris: 7 904 142 kr;0 ; Sne Eiendomsmegling AS
172317025 ; Hamna - Ta kontakt for avtale om visning. Lys og fin 3-roms leilighet. Fantastisk utsikt. Garasjeplass. ; Jervvegen 78, Tromsø ; 48 m² ; 1200000 kr; 25000 ; Totalpris: 2 806 963 kr ; 10 894 kr ; EiendomsMegler 1 Borettslag Tromsø
171514951 ; TOMASJORD - TA KONTAKT FOR VISNING. Innflytningsklar 2-roms med spennende planløsning på solrike og attraktive Tomasjord. ; Evjenvegen 152F, Tomasjord ; 46 m² ; 1225000 kr; 26630 ; Totalpris: 2 388 285 kr ; 6 581 kr ; GARANTI Eiendomsmegling Tromsø
172237524 ; Hundbergvegen 40 - Innholdsrik bolig, 6 sov., 2 bad,  3 stuer m.m. Hele boligen er betydelig renovert mellom 2015 -2020. ; Hundbergvegen 40, Tromsdalen ; 174 m² ; 4990000 kr; 28678 ; Totalpris: 5 128 770 kr;0 ; Eie Eiendomsmegling Tromsø
172223534 ; Bjerkaker - Eldre enebolig med renoveringsbehov og stor tomt. ; Strandvegen 145, Tromsø ; 126 m² ; 4750000 kr; 37698 ; Totalpris: 4 870 092 kr;0 ; DNB Eiendom AS
170341745 ; Kaldslett - Visning 6/4 ved påmelding til megler - 3-roms selveierleilighet med garasje og storslagen utsikt på Kaldslett ; Storbakkvegen 33, Tromsdalen ; 61 m² ; 3520000 kr; 57705 ; Totalpris: 3 609 170 kr;0 ; EiendomsMegler 1 Strandtorget
170758198 ; Workinnmarka - Flott 3-roms selveierleilighet med garasje og balkong - Gode solforhold - Attraktiv beliggenhet. ; Langnesvegen 28, Tromsø ; 64 m² ; 3490000 kr; 54531 ; Totalpris: 3 577 250 kr ; 2 169 kr ; EiendomsMegler 1 Rødbanken
172151374 ; TA KONTAKT FOR VISNING ! Lys og praktisk 3(4)-roms leilighet med balkong og vedfyring -1.etasje. ; Stærvegen 63, Tromsø ; 81 m² ; 2750000 kr; 33951 ; Totalpris: 3 537 498 kr ; 7 793 kr ; GARANTI Eiendomsmegling Tromsø
172145747 ; 1-roms selveierleilighet med flott utsikt. Innflyttingsklar 4 kvartal 2021. ; SKIR - C0803, Tromsø ; 31 m² ; 2650000 kr; 85484 ; Totalpris: 2 663 250 kr;0 ; EiendomsMegler 1 Rødbanken
172144155 ; REINEN - 3-roms leilighet med høy standard og utsikt i populære Solsia Park - ferdigstilles tredje kvartal 2020! ; SOLSIA PARK, Tromsdalen ; 62 m² ; 3840000 kr; 61935 ; Fellesutg.: 1 531 kr;0 ; DNB Eiendom AS
172130637 ; Fagereng - Fagereng - tiltalende 3-roms leilighet i solrikt område på sørøyas vestside. Garasje. ; Hansbrevegen 28, Tromsø ; 64 m² ; 2250000 kr; 35156 ; Totalpris: 3 430 409 kr ; 11 300 kr ; EiendomsMegler 1 Rødbanken
172127562 ; Pen 3-roms med god standard og livsløpsstandard sør i Tromsø sentrum. Stue med utgang til markterrasse. Trappefri adk ; Ramfjordgata 15, Tromsø ; 71 m² ; 1970000 kr; 27746 ; Totalpris: 3 627 063 kr ; 11 365 kr ; Eie Eiendomsmegling Tromsø
171703134 ; Oldervik - Kontakt megler for visning! Romslig enebolig med stor garasje og fantastisk utsikt i naturskjønne omgivelser ; Skotsætvegen 22, Oldervik ; 150 m² ; 4400000 kr; 29333 ; Totalpris: 4 522 670 kr;0 ; Hjem Eiendomsmegling
154235984 ; Gammelgård - NY PRIS ! Enebolig med utleiedel. Nyoppusset. Utsikt. Gode solforhold. Stor tomt. Garasje. ; Gammelgårdvegen 11, Tromsdalen ; 203 m² ; 7290000 kr; 35911 ; Totalpris: 7 473 300 kr;0 ; EiendomsMegler 1 Rødbanken
171988066 ; Forhåpningen/Prestvannet - 4-roms enderekkehus med panoramautsikt og store terrasser sentralt på Tromsøya. Gangavstand til sentrum og ulike skoler. ; Sparre Schneiders veg 1B, Tromsø ; 134 m² ; 4150000 kr; 30970 ; Totalpris: 7 632 469 kr ; 12 897 kr ; Hjem Eiendomsmegling
159967294 ; Ta kontakt for visning. Enebolig med dobbelgarasje og utleie. Solrik, landlig og barnevennlig beliggenhet på Håkøya! ; Håkøyvegen 334, Kvaløya ; 192 m² ; 5590000 kr; 29115 ; Totalpris: 5 742 040 kr;0 ; GARANTI Eiendomsmegling Tromsø
171981249 ; Norrøna, Tromsøya vest - BUD MOTTATT - Lekker enebolig med nydelig utsikt, høy standard, god planløsning, hybelleilighet og garasje! ; Simen Workinns veg 13, Tromsø ; 157 m² ; 8950000 kr; 57006 ; Totalpris: 9 174 920 kr;0 ; Hjem Eiendomsmegling
