ID, Beskrivelse, adresse, kvadratmeter, pris, totalpris + fellesgjeld, megler 
173724933 , OKSTADØY - 101 kvm leilighet i flermansbolig over 2 plan med 3 soverom. Strålende utsikt fra veranda og familievennlig beliggenhet. , Okstadøy 52 A, Trondheim , 101 m² , 2 990 000 kr , Totalpris: 3 073 020 kr , Meglerhuset Nylander
102175431 , HEIMDAL SENTRUM - I Mai kan du flytte inn i en helt ny leilighet. Solrik balkong -P-plass i kjeller -Metrobuss som nabo! , Saga Park Bygg E, Heimdal , 43 - 113 m² , 2 450 000 - 5 450 000 kr , Totalpris: 2 459 020 - 5 466 500 kr , EiendomsMegler 1 Prosjekt Trondheim
173841347 , Utleir - Romslig 3-roms toppleilighet. Balkong med gode solforhold. Parkering. TG1 på kjøkken og bad. Heis. , Lillian Byes veg 16, Trondheim , 80 m² , 3 300 000 kr , Totalpris: 3 383 670 kr • Fellesutg.: 3 753 kr , EiendomsMegler 1 avd. Trondheim Øst/Valentinlyst
173835358 , Klæbu - Ny og stor 4-roms selveierleil. i 3.etg. Stor veranda - Flotte sol- og utsiktsforhold - P-plass -Heis , Kristines veg 5, Klæbu , 107 m² , 4 690 000 kr , Fellesutg.: 3 099 kr , Eie Eiendomsmegling Trondheim
173834113 , Heimdal- Moderne tomannsbolig fra 2013 med spennende planløsning og delikat standard. 4 soverom og 2.bad. , Vestre Rosten 65B, Heimdal , 124 m² , 4 550 000 kr , Totalpris: 4 672 770 kr , Eie Eiendomsmegling Trondheim
173756697 , Møllenberg - STOR 3-ROMS SELVEIER I 2.ETG MED NÆRHET TIL NTNU OG SOLSIDEN. Vedfyring. Lave felleskostnader. Varmtvann inkludert. , Kirkegata 39 B, Trondheim , 73 m² , 3 490 000 kr , Totalpris: 3 578 420 kr • Fellesutg.: 1 394 kr , EiendomsMegler 1 avd. Trondheim Sentrum
173809430 , TRONDHEIM / ILSVIKA - Unik toppleilighet. Totaloppusset i 2019/2020. Balkong, peis, parkering, heis og fantastisk utsikt! SE INFO OM VISNING , Skjæringen 6, Trondheim , 53 m² , 3 220 000 kr , Totalpris: 3 329 277 kr • Fellesutg.: 3 408 kr , PROPR AS
173778970 , Fossegrenda - Attraktiv enebolig med utleie Kr. 7500,- pr. mnd. Solrik tomt og egen garasje. , Aksel Nilsens veg 5, Trondheim , 189 m² , 4 790 000 kr , Totalpris: 4 922 420 kr , Meglerhuset Nylander
158281155 , Innholdsrik bolig med landlig beliggenhet og gode solforhold - 5 soverom - TG1 på bad og kjøkken - Dobbelgarasje , Bostadvegen 327, Klæbu , 169 m² , 3 125 000 kr , Totalpris: 3 218 762 kr , Aktiv
159149029 , Øvre Nyhavna - Ny og moderne 4-roms hjørneleilighet | Gode solforhold | Lave omkostninger | Stor balkong , Øvre Nyhavna 2 - B3-2-05, Trondheim , 58 m² , 4 095 000 kr , Totalpris: 4 107 000 kr • Fellesutg.: 1 583 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
173679276 , Sverresli - Lys og romslig 1/4-part med fantastisk utsikt - 2 stuer - balkong - sentralt , Fridtjof Nansens vei 34, Trondheim , 73 m² , 3 490 000 kr , Totalpris: 3 578 592 kr • Fellesutg.: 1 000 kr , DNB Eiendom AS
173791670 , EBERG/MOHOLT - Sentralt beliggende 3-roms med flotte solforhold og god planløsning - Nær buss, butikk, NTNU og friområder. , Søndre Berg 8H, Trondheim , 63 m² , Solgt , Totalpris: 3 230 092 kr • Fellesutg.: 1 612 kr , DNB Eiendom AS
145819281 , Perspektiv Steinanvegen - Splitter ny og moderne 3-roms | P-kjeller | Heis | Lave bokostnader | Stue på 40kvm | Bad + wc , Perspektiv Steinanvegen A-12, Trondheim , 78 m² , 4 495 000 kr , Totalpris: 4 515 292 kr • Fellesutg.: 2 350 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
158287224 , Granåslia - Elegant og toppmoderne familiebolig med populær beliggenhet | Stilig, smart og funksjonelt | 4 soverom , Granåsvegen 60, Solsletta H1-2, Trondheim , 101 m² , Solgt , Totalpris: 5 382 420 kr • Fellesutg.: 1 588 kr , Heimdal Eiendomsmegling AS avd Heimdal
173783821 , Loholt Alle - Ny og delikat 3-roms hjørneleilighet. Stor terrasse på 20 kvm mot sørvest. Attraktiv beliggenhet. , Loholt Alle 2, Trondheim , 51 m² , 3 150 000 kr , Totalpris: 3 177 890 kr • Fellesutg.: 3 151 kr , EiendomsMegler 1 Prosjekt Trondheim
173782509 , Tiller - Moderne 3-roms fra 2018 i fredelig boområde. Solrik veranda med flott utsikt. Garasjeplass. Fjernvarme. Lave fellesutg. , Brauta 105, Tiller , 55 m² , 3 190 000 kr , Totalpris: 3 287 180 kr • Fellesutg.: 2 523 kr , PrivatMegleren Trondheim
173744847 , MOHOLT - Flott 3-roms hjørneleilighet i toppetasjen - Vestvendt balkong - Parkering i P-kjeller - Heis - Rolig og sentralt område , Frode Rinnans veg 12, Trondheim , 89 m² , 4 000 000 kr , Totalpris: 4 101 342 kr • Fellesutg.: 2 092 kr , DNB Eiendom AS
148760885 , NYE LILLEBY - Verkstedgården 1 - Bygging igangsatt! - Leiligheter fra 55 kvm til 115 kvm - Utsøkt beliggenhet - Solrikt - Vender ut mot parkområde - Store balkonger - Heis. , Nye Lilleby - Verkstedgården 1, Trondheim , 52 - 111 m² , 3 295 000 - 9 395 000 kr , Eier (Selveier) • Leilighet , DNB Eiendom AS
146251141 , Øvre Nyhavna - Med én fot i vannkanten og den andre i sentrum | Trondheims mest populære med 165 salg på 7 mnd , Øvre Nyhavna A2 - BØLGEN, Trondheim , 74 m² , 5 460 000 - 5 790 000 kr , Totalpris: 5 494 942 - 5 824 942 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
172600835 , Flatåsen - PENT REKKEHUS OVER TO PLAN MED FIN UTSIKT OG GODE SOLFORHOLD. Stor hage. Kjøkken fra 2014. Vaskerom. Barnevennlig. , Høgreina 222, Flatåsen , 103 m² , 2 690 000 kr , Totalpris: 2 787 574 kr • Fellesutg.: 4 663 kr , EiendomsMegler 1 avd. Trondheim Sentrum
173760475 , Tiller - Pen og lite brukt 3-roms selveier - Romslig og solrik balkong - Parkering i parkeringshus med el.bil-lader - TG0 på alt! , Brauta 137, Tiller , 55 m² , 3 190 000 kr , Totalpris: 3 271 092 kr • Fellesutg.: 2 523 kr , DNB Eiendom AS
173755280 , Nedre Steinan|Etterspurt hjørneleilighet - Utsøkt bolig som er oppgradert i 2012 - Kjøkken fra 2017 - Veranda med panoramautsikt og gode solforhold , Edgar B. Schieldrops veg 87B, Trondheim , 72 m² , 3 390 000 kr , Totalpris: 3 486 320 kr • Fellesutg.: 1 000 kr , PrivatMegleren Trondheim
173563198 , Tiller - LEKKER 3-ROMS FRA 2014 MED 45M² TERRASSE  -GARASJEPLASS -BARNEVENNLIG BELIGGENHET- NÆRT SKOLER, SHOPPING OG TILLERMARKA , Tiller-ringen 44 C, Tiller , 71 m² , 3 090 000 kr , Totalpris: 3 167 250 kr • Fellesutg.: 1 581 kr , EiendomsMegler 1 avd. Trondheim Sentrum
173676046 , LEÜTHENHAVEN - Utsøkt 2-roms leilighet i 2. etasje -  Byggeår: 2011 - Balansert ventilasjon - 360  drone og digital visning. , Repslagerveita 4, Trondheim , 53 m² , 2 950 000 kr , Totalpris: 3 031 342 kr • Fellesutg.: 534 kr , DNB Eiendom AS
173087707 , Heimdal - Flott oppusset halvpart med eneboligkvaliteter - Utleiedel med kr. 6 500,- pr mnd - Garasje , Simon Leinums veg 28 B, Heimdal , 124 m² , 4 590 000 kr , Totalpris: 4 705 920 kr , NY BOLIG
169670642 , Okstad - FLOTT OG INNHOLDSRIKT REKKEHUS FRA 2005 MED STRÅLENDE BELIGGENHET. Carport. Nydelig utsikt og sol hele dagen. , Langdalen 13, Tiller , 132 m² , 3 780 000 kr , Totalpris: 3 875 670 kr , EiendomsMegler 1 avd. Trondheim Sør/Øst
152980148 , Grilstad Park/Ranheim - Nydelig 3(4)-roms hjørneleilighet fra 2013 i 3.etg. 30 kvm vestvendt balkong. Fjordutsikt. 2 bad. 2 garasjeplasser. Heis , Anders Søyseths veg 9, Ranheim , 118 m² , 5 690 000 kr , Totalpris: 5 851 008 kr • Fellesutg.: 3 304 kr , PrivatMegleren Benum & Johansen
173735006 , RANHEIM/GRILSTAD - Kjedet enebolig med endebeliggenhet - 3 sov - 2 bad - Kjellerstue - Carport - Barnevennlig område - Nært skole/barnehage , Anton Jenssens veg 33, Ranheim , 122 m² , 5 990 000 kr , Totalpris: 6 141 342 kr , DNB Eiendom AS
141863804 , HEIMDAL - Nydelig 3-roms leilighet med gode solforhold - Byggeår -18 - Heis - Parkering i kjeller - Fjernvarme og varmtvann inkl. , Sandbakkvegen 2A, Heimdal , 76 m² , 3 790 000 kr , Totalpris: 3 886 092 kr • Fellesutg.: 3 459 kr , DNB Eiendom AS
173726514 , Toppleilighet med flott utsikt og gode solforhold | Heis | Sørvendt balkong | Fjernvarme | Innflyttingsklar | Leil.C94 , Industriveien 1 F, Heimdal , 37 m² , 2 590 000 kr , Totalpris: 2 608 770 kr • Fellesutg.: 1 489 kr , EiendomsMegler 1 Prosjekt Trondheim
168575311 , Solsletta - Toppmoderne familiebolig | Praktisk planløsning | 4 soverom | P-kjeller | Balkong | Populær beliggenhet , Granåsvegen 60, Solsletta H2-6, Trondheim , 146 m² , 5 990 000 kr , Totalpris: 5 990 000 kr • Fellesutg.: 2 007 kr , Heimdal Eiendomsmegling AS avd Heimdal
173646634 , MØLLENBERG - STOR OG TILTALENDE 3-ROMS TOPPETASJE PÅ 71 KVM M/BALKONG - Ca 5 minutters gange til Solsiden - Vedfyring og 3 boder. , Haldens gate 13, Trondheim , 71 m² , 2 990 000 kr , Totalpris: 3 097 299 kr • Fellesutg.: 4 351 kr , Meglerhuset Nylander avd. Moholt
173718496 , STRINDHEIM - Familievennlig enderekkehus, med solrike uteplasser og umiddelbar nærhet til "alt"! , Tingvegen 7a, Trondheim , 133 m² , 4 200 000 kr , Totalpris: 4 438 958 kr • Fellesutg.: 4 714 kr , Proaktiv Trondheim
173702938 , KLÆBU - ATTRAKTIV OG AREALEFFEKTIV 4-ROMS BL ENDELEILIGHET. HEIS. PARKERINGSKJELLER. Solrik veranda. Nærhet til marka. , Tine Bugges veg 1 B, Klæbu , 77 m² , 2 090 000 kr , Totalpris: 2 992 857 kr • Fellesutg.: 5 667 kr , Meglerhuset Nylander avd Røros
173622447 , ILA - Særegen toppleilighet på hele 133 kvm med god standard og 4 soverom -Herlig balkong med flott utsikt -Vedovn -Sentralt , Arilds gate 1B, Trondheim , 131 m² , 4 700 000 kr , Totalpris: 5 080 735 kr • Fellesutg.: 5 921 kr , DNB Eiendom AS
166449868 , Sentrum - Lekker, romslig leilighet på 75 kvm BRA i 3. etg | TG0 bad og kjøkken | Balkong | Fjernvarme | Balansert ventilasjon , Sandgata 30C, Trondheim , 71 m² , 3 850 000 kr , Totalpris: 3 964 320 kr • Fellesutg.: 1 736 kr , Heimdal Eiendomsmegling AS avd. Trondheim Sentrum
167082780 , ILA/SENTRUM - Stor 2-roms bygårdsleilighet på 66m2, med brede vindusposter, god takhøyde på 2,70m - heis i bygget. , Kongens gate 84, Trondheim , 66 m² , 3 490 000 kr , Totalpris: 3 590 572 kr • Fellesutg.: 864 kr , Meglerhuset Nylander
173699518 , MØLLENBERG - Moderne 2-roms selveierleilighet - Festningsparken som nærmeste nabo - Svært lave fellesutgifter - Kort vei til alt! , Båhus gate 2 A, Trondheim , 50 m² , 2 700 000 kr , Totalpris: 2 775 742 kr • Fellesutg.: 351 kr , Proaktiv Trondheim
173672454 , MOHOLT - SÆRDELES PÅKOSTET ENEBOLIG(2018) MED HØY STANDARD I BLINDGATE - 3 soverom - 2 bad og vaskerom -  Garasje m/utvendig bod. , Cecilie Løvøs veg 2 A, Trondheim , 154 m² , 8 750 000 kr , Totalpris: 8 981 420 kr , Meglerhuset Nylander avd. Moholt
146982228 , PERSAUNET - Ny leilighet med gulvvarme. Svært høy standard. P-plass. Felleskost. inkl. kabel-TV/internett og a konto fjernvarme. , Cecilie Thoresens veg 6, Trondheim , 64 m² , 5 400 000 kr , Totalpris: 5 433 040 kr • Fellesutg.: 2 848 kr , Meglerhuset Nylander avd Nybygg og Næring
151154853 , GRILSTAD GÅRD - BYGGING IGANGSATT! Unikt gårdstun bestående av 15 rekkehus og 6 leiligheter. P - plass i kjeller. Egne dyrkekasser. , Ranheim , 54 - 111 m² , 3 490 000 - 6 390 000 kr , Totalpris: 3 514 583 - 6 422 052 kr , KOTENG EIENDOM AS
148689892 , 3 moderne og innholdsrike rekkehus nært Heimdal sentrum. 5 soverom. 2 stuer. Klar til overtagelse. , Gulbrandsvegen 2, Heimdal , 120 - 127 m² , 5 290 000 - 5 590 000 kr , Eier (Selveier) • Rekkehus , Proaktiv Eiendomsmegling avd. Heimdal
146154700 , Øvre Nyhavna A1 - BAUGEN , Øvre Nyhavna A1 - BAUGEN, Trondheim , 77 - 81 m² , 5 460 000 - 5 610 000 kr , Totalpris: 5 496 592 - 5 645 772 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
173681515 , Okstadøy - Dels oppusset kvartpart av flermannsbolig | Inngjerdet hage | Terrasse på ca. 29 kvm | Carport | Nært sentrum , Okstadøy 35A, Trondheim , 102 m² , 3 290 000 kr , Totalpris: 3 380 320 kr , Heimdal Eiendomsmegling AS avd Heimdal
174370351 , Rosenborg - SÆRDELES FLOTT 3-ROMS TOPPLEILIGHET MED FIN BALKONG. Kjøkken fra 2018. Lav fellesgjeld. Ingen dok.avgift. Nært NTNU , Stadsing Dahls gate 4 A, Trondheim , 71 m² , 3 190 000 kr , EiendomsMegler 1 avd. Trondheim Sentrum , Andel • Leilighet • 2 soverom
172587568 , Moholt - Praktisk og arealeffektiv 2-roms toppleilighet med sentral beliggenhet på Moholt - Heis - Parkering -TG1 på kjøkken , Brøsetvegen 186 B, Trondheim , 39 m² , 820 000 kr , Totalpris: 1 340 628 kr • Fellesutg.: 8 915 kr , EiendomsMegler 1 avd. Trondheim Nord Øst/Lade
173453916 , Lademoen - Koselig 3-roms med attraktiv beliggenhet.  Rolig og sentralt boområde 10 min gange fra Solsiden. Vestvendt veranda , Lademoens Kirkealle 9B, Trondheim , 62 m² , 3 090 000 kr , Fellesutg.: 3 656 kr , DNB Eiendom AS
170497904 , SVERRESBORG | SE VISNINGSINFO - Lys og lekker 2-roms med meget attraktiv beliggenhet | TG1 bad og kjøkken | Sørvendt balkong | Kvadratsmart planløsning , Viktor Baumanns veg 32A, Trondheim , 54 m² , Solgt , Totalpris: 2 551 687 kr • Fellesutg.: 3 614 kr , Heimdal Eiendomsmegling AS, Avd. Byåsen
173660649 , Tiller - Tiltalende rekkehus over 3-plan. Meget barnevennlig og populært boområde | Stue vendt mot sør | P-plass i Parkeringshus , Tonstadgrenda 228, Tiller , 148 m² , 2 600 000 kr , Totalpris: 3 154 826 kr • Fellesutg.: 6 832 kr , EiendomsMegler 1 avd. Trondheim Sør/Øst
173658581 , Ranheim - Lekker 2-roms med attraktiv plassering | Parkering i kjeller | Fjernvarme | Lave felleskostnader | TG1 på bad og kjøkken , Anders Søyseths veg 13, Ranheim , 39 m² , 2 490 000 kr , Totalpris: 2 553 420 kr • Fellesutg.: 1 775 kr , EiendomsMegler 1 avd. Grilstadporten
173620646 , STUBBAN - Stor terrasseleilighet på 152m² med endebeliggenhet. Flere uteplasser, heis, p-kjeller og flott utsikt. , Siriusvegen 10B, Trondheim , 127 m² , 5 340 000 kr , Totalpris: 5 528 056 kr • Fellesutg.: 3 539 kr , DNB Eiendom AS
173655745 , Persaunet - Fin og lekker 2-roms leilighet i 1.etg. med en flott beliggenhet. P-plass - Heis - IN-ordning. Byggeår 2007. , Kyavegen 21, Trondheim , 42 m² , 1 450 000 kr , Totalpris: 2 439 360 kr • Fellesutg.: 6 483 kr , Eie Eiendomsmegling Trondheim
171012033 , Ilsvika - BUD MOTTATT - Romslig 2-roms selveier i 3.etg | Balkong med gode solforhold | Parkering i kjeller | Heis | Bod , Mellomila 86, Trondheim , 53 m² , 2 890 000 kr , Totalpris: 2 963 420 kr • Fellesutg.: 2 190 kr , EiendomsMegler 1 avd. Trondheim Sentrum
173648501 , Kattem - Rekkehus med flott og skjermet beliggenhet i Skjetlein BL | 155 BRA | Fjernvarme | P-plass | Gode solforhold , Røyskattvegen 49, Kattem , 137 m² , Solgt , Totalpris: 3 112 785 kr • Fellesutg.: 8 561 kr , EiendomsMegler 1 avd. Trondheim Syd/Heimdal
173648042 , Innbydende og koselig 1-r selveierleilighet med sentral beliggenhet. Lave fellesutgifter m/oppvarming inkl. felleskostn. , Ubåtsvingen 5, Trondheim , 19 m² , 1 350 000 kr , Totalpris: 1 398 630 kr • Fellesutg.: 2 098 kr , Eie Eiendomsmegling Trondheim
150087894 , ØYA - Toppleilighet svært sentralt - bygget etter TEK10 i 2014 - solrik balkong - grunnflater på totalt 90m2. Bodareal ca50m2 , Magnus Den Godes gate 8, Trondheim , 79 m² , 5 190 000 kr , Totalpris: 5 351 993 kr • Fellesutg.: 2 260 kr , DNB Eiendom AS
173383848 , LADE - STRØKEN 3-ROMS I 4.ETG MED PANORAMAUTSIKT OG LANG SOLGANG - 18 kvm skjermet balkong -  Heis og p-kjeller.  Bør sees! , Julianus Holms veg 66, Trondheim , 60 m² , 3 990 000 kr , Totalpris: 4 093 320 kr • Fellesutg.: 1 975 kr , Meglerhuset Nylander avd. Moholt
166235371 , Munkvoll - Pen og romslig 3-roms leilighet over 2 plan | Terrasse | Lave felleskost. | To store soverom | P-plass , Bøckmans veg 80 B, Trondheim , 78 m² , 2 750 000 kr , Totalpris: 2 936 051 kr • Fellesutg.: 1 900 kr , EiendomsMegler 1 avd. Orkanger
136410919 , Grilstad - EKSKLUSIV OG NY 3-ROMS LEILIGHET MED DET LILLE EKSTRA, RETT VED LADESTIEN. 2 uteplasser. Vannbåren varme. 2 P-plasser. , Nedre Grilstadkleiva 1A/ Leil 2, Ranheim , 79 m² , 4 990 000 kr , Totalpris: 5 114 750 kr • Fellesutg.: 3 514 kr , EiendomsMegler 1 Prosjekt Trondheim
173415229 , Lademoen - Urban 3-roms toppleilighet med solrik veranda og parkering. Kjøkken TG1. Lave felleskost. Nærhet til NTNU og Solsiden. , Gisle Johnsons gate 6, Trondheim , 66 m² , 3 490 000 kr , Totalpris: 3 578 420 kr • Fellesutg.: 950 kr , EiendomsMegler 1 avd. Trondheim Sentrum
163295356 , Fresh toppleilighet med privat takterrasse og en fantastisk utsikt. Sentralt, parkering og moderne nyboligstandard. C95 , Industriveien 1 F, Heimdal , 59 m² , 4 390 000 kr , Totalpris: 4 412 420 kr • Fellesutg.: 2 285 kr , EiendomsMegler 1 Prosjekt Trondheim
162418197 , Heimdal - FLOTT OG MODERNE VERTIKALDELT TOMANNSBOLIG FRA 2016 | Populært og barnevennlig område | TG 0 på alle punkter , Arnt Forseths vei 20 B, Heimdal , 100 m² , 4 250 000 kr , Totalpris: 4 362 420 kr , EiendomsMegler 1 avd. Trondheim Syd/Heimdal
173237225 , Lys og moderne 3-roms toppleilighet med endebeliggenhet - Fjordutsikt - Balkong - In- ordning - Parkering , Mellomila 87A, Trondheim , 58 m² , 2 100 000 kr , Totalpris: 3 290 132 kr • Fellesutg.: 14 389 kr , DNB Eiendom AS
164098608 , MILJØBYEN/GRANÅSLIA - Lys og pen 4-roms fra 2014 - Solrik og innglasset veranda - Parkeringskjeller - Nært NTNU og offentlig kommunikasjon , Stokkbekken 132, Trondheim , 65 m² , 3 450 000 kr , Totalpris: 3 537 592 kr • Fellesutg.: 2 834 kr , DNB Eiendom AS
149178933 , Sverresborg - Svært eksklusiv selveier fra 2017 med stor p-plass, takhøyde på 2,7m, egen terrasse på ca. 44 kvm og skyhøy standard! , Breidablikveien 140, Trondheim , 45 m² , 3 770 000 kr , Totalpris: 3 869 784 kr • Fellesutg.: 2 658 kr , Krogsveen avd. Trondheim
151130669 , Fabrikken - 51 nye og urbane leiligheter. Flytt inn i et ærverdig bygg med historie. Nå er 40% av prosjektet utsolgt. , Mellomvegen 18 A / Fabrikken, Trondheim , 48 - 111 m² , 2 950 000 - 7 500 000 kr , Totalpris: 3 036 472 - 7 700 222 kr , Meglerhuset Nylander avd Nybygg og Næring
148633103 , Elvesvingen Hus 3 - idyll ved vannkanten. 28 unike leiligheter. 3- roms med moderne løsninger. Nå kun 6 ledige. , Ranheimsfjæra 43, Ranheim , 44 - 74 m² , 2 990 000 - 4 990 000 kr , Totalpris: 3 005 749 - 5 010 519 kr , Meglerhuset Nylander avd Nybygg og Næring
162318030 , Midtbyen - Utsøkt 3-roms selveier i signalbygg fra 2005. Heis. Vendt bakgård og gågate midt i sentrum. Oppvarming/vv inkl. , Dronningens gate 14, Trondheim , 71 m² , 4 890 000 kr , Totalpris: 5 027 712 kr • Fellesutg.: 5 619 kr , PrivatMegleren Trondheim
173578121 , Rydningen - Flott enebolig i svært barnevennlig strøk innerst i blindveg. 4 sov, 2 stuer, 2 bad. Dobbelgarasje. Skjermet beliggenhet , Grova 9, Trondheim , 174 m² , 4 980 000 kr , Totalpris: 5 120 170 kr , PrivatMegleren Trondheim
173386641 , Svært flott 2-roms selveier fra 2009 på attraktive Bakklandet. Terrasse. Parkering i P-kjeller. Fjernvarme. , Nedre Bakklandet 56, Trondheim , 39 m² , 2 990 000 kr , Totalpris: 3 065 920 kr • Fellesutg.: 1 480 kr , EiendomsMegler 1 avd. Trondheim Sentrum
173297943 , Ugla - Enebolig i rolig gate - Nydelig utsikt - Nært marka - Utleie på kr. 18.000,- pr måned - Oppgraderinger bør påregnes , Vestmarkbakken 28, Trondheim , 248 m² , 6 500 000 kr , Totalpris: 6 663 670 kr , EiendomsMegler 1 avd. Trondheim Vest/Byåsen
173328303 , HEIMDAL - Flott og lys 3-roms leilighet i 3.etasje med balkong. - Kort vei til bussholdeplass og butikker. , Jarveien 48A, Heimdal , 72 m² , Solgt , Totalpris: 2 365 967 kr • Fellesutg.: 3 137 kr , DNB Eiendom AS
173391366 , Sverresborg - Ny og eksklusiv 3-roms leilighet i markagrensa, i meget etterspurt prosjekt. Stor solrik balkong. , Lagmann Lindboes vei 24, Trondheim , 68 m² , 5 650 000 kr , Totalpris: 5 792 420 kr • Fellesutg.: 2 436 kr , EiendomsMegler 1 avd. Trondheim Vest/Byåsen
173535612 , Klæbu sentrum / Rydland - Flott familiebolig med glimrende solforhold. Privat hage. Totalt 5 sov. Innredet 3-roms kjellerdel. Isolert garasje. , Buevegen 8, Klæbu , 167 m² , Solgt , Totalpris: 4 201 242 kr , Proaktiv Eiendomsmegling avd. Heimdal
173532540 , Ugla  - 2 kule familieboliger - 4 soverom - 2 bad - Eget vaskerom - Carport - Store muligheter for egne tilpasninger , Konrad Dahls veg 12, Trondheim , 142 m² , 6 590 000 - 7 190 000 kr , Totalpris: 6 631 170 - 7 231 170 kr , NY BOLIG
