ID, Beskrivelse, adresse, kvadratmeter, pris, totalpris + fellesgjeld, megler 
164953664 , Vestre Platå - Sentrum - Lekker og moderne leilighet over 2 plan *Egen balkong og felles terrasse , Peder Claussøns gate 16, Stavanger , 56 m² , 2 850 000 kr , Totalpris: 2 932 402 kr , Notar Stavanger
164955430 , Husene i skogen trinn 1- Flott og Innholdsrik brl leilighet med lave bokostnader! Ta kontakt for mer informasjon! , Husene i skogen BB1-2 H0303, Stavanger , 56 m² , 3 290 000 kr , Totalpris: 3 306 110 kr • Fellesutg.: 8 657 kr , EiendomsMegler 1 Nybygg Forus
163697955 , Byhaugen - Innholdsrikt enderekkehus med 3 soverom. Nytt tak i 2015. Utsikt. Sentral beliggenhet. , Randabergveien 8A, Stavanger , 93 m² , 2 575 000 kr , Totalpris: 3 016 077 kr • Fellesutg.: 4 428 kr , EiendomsMegler 1 Eiganes
164710707 , Østhusvik - Utviklingseiendom med 1826 kvm tomt som er regulert til boligformål * Barnevennlig område * Sjøen og badevik like ved * , Nordhusmarka 12, Rennesøy , 73 m² , 3 490 000 kr , Totalpris: 3 592 402 kr , Notar Stavanger
134395408 , Sørbø - Stor og innbydende leilighet med utsikt og gode solforhold. Parkering i carport. God standard. , Sørbøveien 661, Rennesøy , 68 m² , 1 750 000 kr , Totalpris: 1 810 652 kr • Fellesutg.: 1 121 kr , Notar Stavanger
164651384 , Romslig og sentralt beliggende familiebolig på Halsnøy med pent opparbeidet tomt! Mulighet for båtfeste! , Halsnevegen 64, Skartveit , 196 m² , 3 390 000 kr , Totalpris: 3 490 220 kr , Aktiv Ryfylke
145756357 , Sentrum - Lekker leilighet med etterspurt beliggenhet - 4 av 5 solgt - siste sjanse! , Kongsteinsgata 48 (h0201), Stavanger , 43 m² , 2 555 000 kr , Totalpris: 2 630 027 kr , Notar Stavanger
161195028 , Storhaug - PÅMELDINGSVISNING - Lys, sjarmerende og romslig selveierleilighet med fint bad. Sentral og rolig beliggenhet. , Karlsminnegata 77A, Stavanger , 50 m² , 1 995 000 kr , Totalpris: 2 046 092 kr , DNB Eiendom AS
164430532 , Østhusvik - Flott leilighet i naturskjønne omgivelser - Store vindusflater - Balkong - Parkering i lukket anlegg , Sjøveien 8D, Rennesøy , 55 m² , 1 790 000 kr , Totalpris: 1 835 920 kr • Fellesutg.: 602 kr , EiendomsMegler 1 Stavanger
164426043 , EIGANES - Spennende toppleilighet på 2 plan. 2 terrasser. Flott utsikt og gode lysforhold. Ingen innsyn. Heis og parkering. , Bretlandsgata 47, Stavanger , 100 m² , 4 950 000 kr , Totalpris: 5 123 777 kr • Fellesutg.: 4 472 kr , Proaktiv Stavanger
141315146 , Fogn - Innholdsrik eiendom på idylliske Fogn | Stor pent opparbeidet tomt | Dobbel garasje | , Fognavegen 701, Fogn , 259 m² , 2 490 000 kr , Totalpris: 2 553 472 kr , DNB Eiendom AS
164407816 , Hamrevigen, Vestre Åmøy - Stor og moderne enebolig med fantastisk sjøutsikt , Øvre Hamrane 2, Vestre Åmøy , 228 m² , 7 650 000 kr , Totalpris: 7 706 256 kr , Aktiv Stavanger
164267553 , Vassøy - Unik sjøeiendom med naust og god bryggeplass. Høy og moderne standard. Gode solforhold. , Regeberget 5, Vassøy , 208 m² , 9 750 000 kr , Totalpris: 9 994 800 kr , EiendomsMegler 1 Madla
164368030 , NORE SUNDE - Lekker 3-roms endeleilighet med med gode solforhold , Nore Sunde leiligheter BB9, Hafrsfjord , 74 m² , 3 790 000 kr , Totalpris: 3 814 112 kr , DNB Eiendom AS
164082403 , Sentrum - SKUTENE- Ny leilighet midt i byen med 2 soverom, balkong og  utsikt - Lukket parkering og heis , Verksgata 42, Stavanger , 69 m² , 4 450 000 kr , Totalpris: 4 568 050 kr • Fellesutg.: 2 371 kr , EiendomsMegler 1 Madla
164061952 , Bjergsted - Lys og trivelig 3-romsleilighet med god planløsning og herlig uteplass. Sentral beliggenhet. , Veritashammaren 6, Stavanger , 70 m² , 2 490 000 kr , Totalpris: 2 732 404 kr • Fellesutg.: 3 400 kr , PrivatMegleren Haferkamp & Partnere
149927909 , Vikevåg - Innholdsrik og lettstelt leilighet med flott utsikt * 2 Soverom * Garasje i lukket anlegg , Seljebakken 40, Rennesøy , 62 m² , 2 150 000 kr , Totalpris: 2 205 006 kr • Fellesutg.: 1 000 kr , EiendomsMegler 1 Randaberg
163629360 , Finnøy - Stor innholdsrik enebolig -sentralt på Judaberg -dobbel garasje - dobbel carport , Astridbakken 9, Finnøy , 243 m² , 3 490 000 kr , Totalpris: 3 582 000 kr , Privat
158007096 , Mosterøy/Skorpefjell - Lekker og innholdsrik enebolig i første rekke mot sjøen. Nydelig sjøutsikt og gode solforhold. , Hedlehaugen 10, Mosterøy , 157 m² , 4 260 000 kr , Totalpris: 4 381 652 kr , Notar Stavanger
163543660 , Madla - Villa Madla - Nyoppført leilighet med høy standard og sentral beliggenhet. , Madlaveien 296, Hafrsfjord , 51 m² , 2 990 000 kr , Totalpris: 3 078 650 kr • Fellesutg.: 1 265 kr , Eiendomsmegler Vest Stavanger
163536128 , Enebolig i landlige omgivelser, med nærhet til sjøen! , Sjernarøyvegen 654, Sjernarøy , 153 m² , 1 950 000 kr , Totalpris: 2 009 572 kr , DNB Eiendom - A Megler AS
163292072 , Mosterøy - Strøken 3-roms med god standard og praktisk planløsning. Stor terrasse, heisadkomst og parkering i lukket garasje. , Hedlehaugen 3, Mosterøy , 67 m² , 2 590 000 kr , Totalpris: 2 666 292 kr • Fellesutg.: 2 297 kr , PrivatMegleren Haferkamp & Partnere
163289764 , Tasta - Innholdsrik og flott enebolig i enden av en rolig blindvei | Flott utsikt | Garasje | Hage , Feltspatkroken 5, Stavanger , 158 m² , 4 690 000 kr , Totalpris: 4 808 300 kr , EiendomsMegler 1 Stavanger
148699713 , Tasta - Moderne B/L enderekkehus * 4 uteplasser * IN-ordning * 2 p-plasser i garasjeanlegg med direkte adkomst til bolig * , Rustabakken 22, Stavanger , 134 m² , 850 000 kr , Totalpris: 4 547 650 kr • Fellesutg.: 9 699 kr , Notar Stavanger
136771438 , Sørbø/Rennesøy - Nyere og sjarmerende enebolig fra 2006 i idylliske og barnevennlige omgivelser | Dobbel garasje , Tusseberget 8, Rennesøy , 175 m² , 4 200 000 kr , Totalpris: 4 306 222 kr , DNB Eiendom AS
123348659 , Storhaug / sentrum - Sjarmerende enebolig med koselig bakhage , Bratteberggata 12, Stavanger , 34 m² , 2 280 000 kr , Totalpris: 2 347 150 kr , Eie Eiendomsmegling - Espen Eide & Partnere AS
147038035 , Våland - Hel tomannsbolig med sentral beliggenhet , Skjærabergveien 3, Stavanger , 205 m² , 3 950 000 kr , Totalpris: 4 050 000 kr , Eie Eiendomsmegling - Rogaland Eiendomsmegling AS
156929014 , Stavanger sentrum - TA KONTAKT FOR PRIVATVISNING - Lys, lekker sentrumsleilighet i tilbaketrukket gate. Modernisert i 2014. 2 soverom. , Mellomgata 9, Stavanger , 45 m² , 2 175 000 kr , Totalpris: 2 230 631 kr • Fellesutg.: 625 kr , EiendomsMegler 1 Madla
154347253 , Forus - Rå toppleilighet med høy standard, stor takterasse og flott utsikt - 3 soverom og 2 bad! , Geitastova 1, leil. 601, Stavanger , 117 m² , 7 490 000 kr , Fellesutg.: 3 229 kr , Aktiv Sandnes
162298472 , Lettstelt, sentralt og moderne rekkehus med 3(4) soverom og carport! , Østabøringen 11, Talgje , 116 m² , 2 890 000 kr , Totalpris: 2 966 100 kr , Aktiv Ryfylke
161879957 , STAVANGER / Bergeland - Nydelig og velstelt 3-roms eiendom i barnevennlig område med parkering i eget tun, balkong og god planløsning , Kongsteinsgata 32A, Stavanger , 63 m² , 2 850 000 kr , Totalpris: 2 929 692 kr , PROPR AS
161973656 , Åsen - Smakfull leilighet i 3. etasje med 3 soverom og stor innglasset balkong med utsikt i flere retninger. Gode solforhold. , Hjalmar Johansens gate 26, Stavanger , 73 m² , 2 490 000 kr , Totalpris: 3 032 965 kr • Fellesutg.: 5 900 kr , EiendomsMegler 1 Mariero
161787521 , Finnøy/Reilstad - Flott vertikaldelt bolig med attraktiv beliggenhet * 3 soverom, 2 bad og 2 stuer * , Badevikvegen 30, Finnøy , 107 m² , 2 950 000 kr , Totalpris: 3 038 902 kr , Notar Stavanger
161437072 , Østre bydel - Nydelig topp/ende-leilighet. Gjennomgående og romslig. Sjøutsikt + sørvendt balkong! Heis og parkering. , Rennesøygata 14A, Stavanger , 67 m² , 3 590 000 kr , Totalpris: 3 680 920 kr • Fellesutg.: 1 721 kr , EiendomsMegler 1 Østre Bydel
161715154 , Sølyst- Rekkehus med nydelig utsikt- Maritimt og sentrumsnært - 3 soverom og 2 stuer - Salg av kontraktsposisjon , Sølyst B3-F, Hundvåg , 130 m² , 6 750 000 kr , Eier (Selveier) • Rekkehus • 4 soverom , EiendomsMegler 1 Madla
161378115 , Gausel - Lys og flott ende- og hjørneleilighet med 2 soverom. Nydelig utsikt mot Gandsfjorden. Heis , Sølvspennetunet 52, Stavanger , 84 m² , 3 100 000 kr , Totalpris: 3 107 962 kr • Fellesutg.: 3 600 kr , Notar Stavanger
146522698 , Storhaug - Stor og godt vedlikeholdt enebolig i populært område - Flott hage - Garasje , Karlsminnegata 13, Stavanger , 326 m² , 7 250 000 kr , Totalpris: 7 446 372 kr , Aktiv Sandnes
174608355 , Tjensvoll - Lekker og innholdsrik enebolig med 5 soverom | 2 bad | Garasje | Skjermet og koselig hage med gode solforhold , Lauritz Bergendahls gate 37, Stavanger , 159 m² , 4 390 000 kr , EiendomsMegler 1 Stavanger , Eier (Selveier) • Enebolig • 5 soverom
148275134 , Østhusvik - Pen og moderne leilighet m/god standard og utsikt. 2 soverom og hems. , Østhustunet 16, Rennesøy , 74 m² , 2 090 000 kr , Totalpris: 2 159 152 kr • Fellesutg.: 1 096 kr , Notar Stavanger
158276069 , Verven - Flott hjørneleilighet i 3.etg med smart planløsning. Kan overtas fullt møblert. Heis. Populær og sentrumsnær plassering , Verven 38, Stavanger , 40 m² , 1 235 000 kr , Totalpris: 1 889 062 kr • Fellesutg.: 5 445 kr , EiendomsMegler 1 Østre Bydel
160160817 , Eiganes - Moderne og innbydende leilighet med romslig planløsning. Stor og pent opparbeidet hage. , Steingata 39, Stavanger , 93 m² , 2 850 000 kr , Totalpris: 2 936 402 kr , Notar Stavanger
158787588 , NORE SUNDE: Enderekkehus med 4 sov., 2 stuer og 2 bad | Flytt inn i juli! |Øster Hus , Nore Sunde Rekkehus BKS17-B1A, Hafrsfjord , 122 m² , 4 550 000 kr , Totalpris: 4 583 192 kr , DNB Eiendom AS
160804168 , Unik toppleilighet med fantastisk utsikt og privat takterrasse på 40 m² og takstue. Flott beliggenhet i prosjektet. , Tjensvollveien 31, Stavanger , 165 m² , 15 500 000 kr , Totalpris: 15 556 626 kr , EiendomsMegler 1 Eiganes
160725570 , Stor gjennomgående leilighet  med spennende utforming, flott beliggenhet ved Mosvannet. , Tjensvollveien 31, Stavanger , 128 m² , 8 500 000 kr , Totalpris: 8 546 456 kr , EiendomsMegler 1 Eiganes
129767410 , Hundvågparken - Lys og luftig 3-roms leilighet med kjekk beliggenhet i bygget - Parkering - Heis - Innglasset balkong , Øvre Vågen 6, Hundvåg , 71 m² , 3 790 000 kr , Totalpris: 3 891 756 kr • Fellesutg.: 2 251 kr , EiendomsMegler 1 Stavanger
144270489 , Kampen - Flott leilighet med 2 soverom | Oppusset i 2016 | Attraktivt område | Nærhet til sentrum , Kampensgata 56b, Stavanger , 71 m² , 2 690 000 kr , Totalpris: 2 772 402 kr , Notar Stavanger
149862168 , Eiganes - Flott toppleilighet i attraktivt område. Heis. Parkering i lukket anlegg. Innfridd fellesgjeld. , Ytre Eiganesveien 19, Stavanger , 65 m² , 3 980 000 kr , Totalpris: 3 988 719 kr • Fellesutg.: 3 971 kr , Krogsveen avd. Mariero
137652151 , Sentrum - Innbydende endeleilighet med flott utsikt mot Breiavannet. God standard og parkering i lukket anlegg. , St. Olavs gate 13, Stavanger , 99 m² , Solgt , Totalpris: 4 675 002 kr • Fellesutg.: 2 625 kr , Notar Stavanger
157473782 , Meget trivelig enebolig med ettertraktet beliggenhet På Storhaug Vest. Solrik tomt og utsikt mot Hillevågsvannet. , Østre Ring 12, Stavanger , 172 m² , 5 600 000 kr , Totalpris: 5 748 756 kr , EiendomsMegler 1 Madla
144026450 , Judaberg - Enebolig  med fantastisk utsikt * Garasje * 5 soverom , Fåhadlet 60, Finnøy , 167 m² , 3 590 000 kr , Totalpris: 3 681 006 kr , EiendomsMegler 1 Randaberg
149635695 , Tasta - Bo rolig og sentralt, i en moderne 2-roms, med innglasset terrasse, utgang til flotte fellesområder og garasjeplass. , Gjerdetunet 1, Stavanger , 58 m² , 2 700 000 kr , Totalpris: 2 784 367 kr • Fellesutg.: 1 764 kr , PrivatMegleren Bergesen & Partnere
158075629 , Sentrum - Smakfull leilighet med nytt kjøkken, midt i smørøyet! , Hospitalsgata 15, Stavanger , 47 m² , 2 190 000 kr , Totalpris: 2 245 920 kr • Fellesutg.: 1 088 kr , EiendomsMegler 1 Stavanger
157434044 , Tjensvoll-Ullandhaug - Flott leilighet i øverste etg., 14,6 kvm solrik balkong og parkering i lukket anlegg. , Professor Hansteens gate 71, Stavanger , 79 m² , 2 550 000 kr , Totalpris: 2 915 036 kr • Fellesutg.: 6 026 kr , DNB Eiendom AS
157630956 , Sølyst - Meget kjekk leilighet, under oppføring, på 92 kvm - Grenser mot friareal - 2 soverom - p-plass i lukket anlegg , Sølyst - Leiligheter A1-H0203, Hundvåg , 86 m² , 5 690 000 kr , Eier (Selveier) • Leilighet • 2 soverom , EiendomsMegler 1 Nybygg Forus
157560428 , Bjergstedhagen - Vestvendt 3-roms hageleilighet med 2 bad og fast parkering , TASTAGATA 20, Stavanger , 90 m² , 5 490 000 kr , Totalpris: 5 511 472 kr , Aktiv Jæren
157293076 , Østhusvik. Ny romslig enebolig med flott beliggenhet og sjø utsikt. Lave omk. , Lundetunet 27, Rennesøy , 179 m² , 4 150 000 kr , Totalpris: 4 175 000 kr , Blink Hus: Bjerkreim Trelast AS
120415083 , Finnøy - Lys og moderne 3-roms leilighet med solrik terrasse. Ta kontakt for å avtale visning! , Fåhadlet 5, Finnøy , 68 m² , 1 890 000 kr , Totalpris: 1 938 472 kr , DNB Eiendom AS
156390701 , Vassøy - Stor arkitekttegnet enebolig med godkjent utleiedel og nydelig sjøutsikt. , Nesahaugen 23 A/B, Vassøy , 247 m² , 7 700 000 kr , Totalpris: 7 903 350 kr , Eie Eiendomsmegling - Rogaland Eiendomsmegling AS
140893684 , Verven | Arealeffektiv studioleilighet med hems. Hvorfor leie når du kan eie? , Verven 2B, Stavanger , 21 m² , 1 490 000 kr , Totalpris: 1 541 150 kr • Fellesutg.: 1 058 kr , Eiendomsmegler Vest Stavanger
156090007 , Finnøy - Flott enebolig med landlig beliggenhet og garasje * Flott sjøutsikt * Romslig tomt * , Steinnesvåg 33, Finnøy , 140 m² , 3 090 000 kr , Totalpris: 3 182 402 kr , Notar Stavanger
156030293 , Åsen/ Bekkefaret - Lekkert enderekkehus - Renovert 2018/19 - Garasje og parkering til 4 biler - , Robert Scotts gate 15, Stavanger , 118 m² , 4 490 000 kr , Totalpris: 4 603 506 kr , EiendomsMegler 1 Mariero
140277550 , Østhusvik - Tiltalende leilighet helt i sjøkanten * 2 soverom * Carport , Østhusvikveien 612, Rennesøy , 71 m² , 1 990 000 kr , Totalpris: 2 041 006 kr • Fellesutg.: 621 kr , EiendomsMegler 1 Randaberg
155059645 , Bjergstedhagen - Endeleilighet med høy standard, 2 bad og fast parkering , TASTAGATA 20, Stavanger , 92 m² , 5 690 000 kr , Totalpris: 5 711 922 kr , Aktiv Jæren
155000778 , Bjergstedhagen - Lekker hageleilighet med 3 soverom, 2 bad og fast parkering , TASTAGATA 20, Stavanger , 96 m² , 5 690 000 kr , Totalpris: 5 712 822 kr , Aktiv Jæren
121441377 , Byfjordparken - Stor toppleilighet med fantastisk utsikt! To balkonger med gode solforhold. Parkering. , Byfjordparken 8, Stavanger , 112 m² , 8 990 000 kr , Totalpris: 9 221 622 kr • Fellesutg.: 3 059 kr , Krogsveen avd. Stavanger
154845632 , Vardeneset - Vertikalt delt bolig med panorama utsikt over innseilingen til Stavanger og Ryfylke selges. , Røværveien 24, Stavanger , 169 m² , 4 990 000 kr , Totalpris: 5 114 750 kr , Privat
144758586 , Sjernarøyene- Helt gårdstun m/ våningshus og selskapslokale m.m. Flott utsikt fra tunet og tilgang til sjø via naust , Lund, Sjernarøy , 290 m² , 10 000 000 kr , Totalpris: 10 251 050 kr • Fellesutg.: 1 kr , VIERDAL ADVOKATFIRMA AS
144973327 , Hinna/Jåttå - PÅMELDINGSVISNING i påsken. Moderne og ubebodd toppleilighet med 4 solrike balkonger, 2 stuer, flott utsikt og p-plass. , Austtunsletta 87, Stavanger , 116 m² , 6 990 000 kr , Totalpris: 7 005 120 kr • Fellesutg.: 5 613 kr , PrivatMegleren Bergesen & Partnere
150381480 , Hamrevigen, Vestre Åmøy - Enebolig i rekke, like ved sjøen! Flytt inn Q2 2020 , Storevollen 9, Vestre Åmøy , 144 m² , 5 190 000 kr , Totalpris: 5 222 256 kr , Aktiv Stavanger
149523820 , Sølyst - Oppfyll boligdrømmen på Sølyst! Leilighet på hele 120kvm med sentral beliggenhet - 3 soverom - p-plass i lukket anlegg , Sølyst - Leiligheter A3-H0301, Hundvåg , 114 m² , 8 850 000 kr , Eier (Selveier) • Leilighet • 3 soverom , EiendomsMegler 1 Nybygg Forus
126234594 , Buøy - Toppleilighet med 2 soverom, 2 terrasser og meget gode solforhold! , Ankerplassen 12, Hundvåg , 67 m² , 2 250 000 kr , Totalpris: 2 430 709 kr • Fellesutg.: 4 649 kr , Marton Eiendomsmegling
148982418 , 1 SOLGT, KUN 1 IGJEN - Hundvåg - Enebolig i etablert villaområde -  4 soverom, 3 stuer og  dobbel carport. , Øvre Vågen 31, Hundvåg , 208 m² , 7 690 000 kr , Totalpris: 7 735 450 kr , Eie Eiendomsmegling - Rogaland Eiendomsmegling AS
147659264 , Sølyst - Flott rekkehus med en av byens beste beliggenheter! , Sølyst B2-A, Hundvåg , 130 m² , 7 150 000 kr , Eier (Selveier) • Rekkehus • 3 soverom , EiendomsMegler 1 Nybygg Forus
147065242 , Bjergsted/Kalhammaren - Stor selveierleilighet fra 2015 med sentrumsnær beliggenhet. To stuer, to soverom og parkering i garasje med heis. , Kaptein Mejlænders gate 21, Stavanger , 97 m² , 5 090 000 kr , Totalpris: 5 231 322 kr • Fellesutg.: 2 738 kr , Verdi Eiendomsmegling AS
146646383 , Vassøy - TA KONTAKT FOR PRIVATVISNING. Enebolig med tinglyst avtale om båtrett. Ypperlig for bruk som "hytte".  Romslig tomt. UTS , Nordstrandveien 94, Vassøy , 89 m² , 2 775 000 kr , Totalpris: 2 845 626 kr , EiendomsMegler 1 Hundvåg
116515758 , Talgje -  Arkitekttegnet enebolig med særpreg. Kort avstand til sjøen og vakker utsikt! , Østabøringen 39, Talgje , 237 m² , 10 300 000 kr , Totalpris: 10 572 970 kr , Aktiv Ryfylke
120408969 , Tasta - Lys 3- romsleilighet med god planløsning - Parkering i lukket anlegg - Mulighet for å innfri fellesgjeld , Rustabakken 25, Stavanger , 72 m² , 760 000 kr , Totalpris: 3 686 073 kr • Fellesutg.: 8 455 kr , Eiendomsmegler Vest Stavanger
144707309 , Madla/Ragbakken - Stor toppleilighet med en fantastisk takterrasse på hele 86kvm - Din oase på toppen! , Ragbakken B1 - A504, Hafrsfjord , 148 m² , 12 990 000 kr , Totalpris: 13 035 956 kr , EiendomsMegler 1 Nybygg Forus
143495627 , Velkommen til Nesagjerdet 9! - Pen familiebolig med 4 soverom,2 bad og 2 stuer! Sentral beliggenhet og flott utsikt! , Nesagjerdet 9, Finnøy , 150 m² , 4 490 000 kr , Totalpris: 4 617 200 kr • Fellesutg.: 42 kr , Aktiv Ryfylke
142932994 , Husene i skogen - Flott 3-roms brl leilighet med god utsikt og 2 soverom! , Husene i skogen BB2 H0204, Stavanger , 74 m² , 1 045 000 kr , Totalpris: 4 194 616 kr • Fellesutg.: 10 830 kr , EiendomsMegler 1 Nybygg Forus
120789677 , Åsen - Lys og moderne 2-roms med fin utsikt, solrik, innglasset balkong og flott beliggenhet nær sentrum. , Brattåsveien 10A, Stavanger , 44 m² , 1 450 000 kr , Totalpris: 2 180 687 kr • Fellesutg.: 6 530 kr , PrivatMegleren Bergesen & Partnere
139763452 , Sentrum - Lys og moderne leilighet med gjennomgående god standard - Parkering i lukket anlegg , Engelsminnegata 21, Stavanger , 86 m² , 3 990 000 kr , Totalpris: 4 098 020 kr • Fellesutg.: 2 008 kr , Eiendomsmegler Vest Sandnes
119113726 , Innholdsrik selveierleilighet over to plan. Solrik takterrasse, innredet loft (ikke medregnet i areal). , Pedersgata 46, Stavanger , 52 m² , 2 400 000 kr , Totalpris: 2 475 122 kr , PrivatMegleren Bergesen & Partnere
125435123 , BJERGSTED - Lys og sjarmerende leilighet i 2.etg og loft - Parkering - Ildsted , Tanke Svilandsgate 53, Stavanger , 74 m² , 2 530 000 kr , Eier (Selveier) • Leilighet • 2 soverom , EiendomsMegler 1 Stavanger
135517169 , Attraktiv enebolig med fantastisk utsikt i et veletablert boligområde! , Fåhadlet 56, Finnøy , 152 m² , 3 290 000 kr , Totalpris: 3 382 672 kr , DNB Eiendom - A Megler AS
133619246 , Stavanger Øst - Flotte byvillaer med herlig takterrasse! 1 solgt! , VINDMØLLEBAKKEN 2, Stavanger , 124 m² , 5 790 000 kr , Totalpris: 5 807 456 kr , Solon Sørvest as
131660035 , Toppleilighet sentralt på Madla, gå avstand til turområdet og tilbud fra kjøpesenter. , Madlaveien, Hafrsfjord , 122 m² , 10 900 000 kr , Totalpris: 10 937 970 kr , DNB Eiendom AS
129619367 , Stavanger sentrum - Godkjent prosjekt med 5 leiligheter og næringsdeler i første etasje , Stiftelsesgata 7, Stavanger , 490 m² , 6 800 000 kr , Totalpris: 6 971 250 kr , Eie Eiendomsmegling - Rogaland Eiendomsmegling AS
171352467 , Vaulenmarka - Flott leilighet med strålende utsikt mot Gandsfjorden , Sørflåtveien 88, Stavanger , 81 m² , 3 990 000 kr , Verdi Eiendomsmegling AS , Eier (Selveier) • Leilighet • 2 soverom
123905233 , Enebolig med nydelig beliggenhet og fantastisk utsikt til Byfjorden , Ulsnesveien 23, Hundvåg , 138 m² , 2 990 000 kr , Totalpris: 2 990 001 kr , Privat
118856307 , Koslig småbruk med mange muligheter på Finnøy , Skreddarstuva 109, Finnøy , 110 m² , 2 800 000 kr , Eier (Selveier) • Gårdsbruk/Småbruk • 4 soverom , Privat
117462769 , Unik eiendom på Buøy. Sjøhus med leilighet. , Skibsbygger gata 4C, Hundvåg , 95 m² , 5 000 000 kr , Totalpris: 5 000 000 kr , Privat
117267406 , Nyere enebolig i barnevennlig og sentralt område , Fåhagen 45, Finnøy , 119 m² , 3 600 000 kr , Totalpris: 3 691 256 kr , Privat
116314426 , Parkeringsplass Lervig i Stavanger. Breivikveien 29-31 , Breivikveien 29-31, Stavanger , 12 m² , 200 000 kr , Fellesutg.: 84 kr , Privat
114972043 , Sentrumsnær leilighet til salgs. , Høgsfjorsgata 9A, Stavanger , 59 m² , 2 810 000 kr , Fellesutg.: 600 kr , Privat
108701204 , Østhusvik - Lekker og nyoppusset topp- og endeleilighet med sjøutsikt. Parkering i lukket anlegg. , Sjøveien 6, Rennesøy , 54 m² , 1 990 000 kr , Totalpris: 2 055 302 kr • Fellesutg.: 502 kr , Notar Stavanger
104100636 , Bjergsted - Flott leilighet med 2 soverom, heis, bod og parkering i lukket anlegg. , Sverdrupsgate 34, Stavanger , 58 m² , 3 290 000 kr , Totalpris: 3 310 000 kr • Fellesutg.: 2 212 kr , Privat
101773947 , Flott sentrumsnær leilighet til salgs. , SIRISKJERET 2, Stavanger , 32 m² , 2 050 000 kr , Totalpris: 2 104 870 kr • Fellesutg.: 1 800 kr , Privat
99839879 , Stor innholdsrik bolig på ett plan m/utleiedel , Storehamn 1, Finnøy , 185 m² , 4 000 000 kr , Totalpris: 4 100 000 kr , Privat
78933881 , Rekreasjon i vannkanten. Naust med brygge på Roaldsøy , Ved Roaldsøyveien 43, Hundvåg , 116 m² , 3 000 000 kr , Eier (Selveier) • Andre , Privat
174740752 , HINNA - Pent rekkehus i ettertraktet nabolag - Garasje - Ingen dok.avgift , Betzy Kjelsbergs gate 11, Stavanger , 146 m² , 4 650 000 kr , Verdi Eiendomsmegling AS , Andel • Rekkehus • 3 soverom
172218526 , Øvre Vaulen - Innholdsrik enebolig med dobbel garasje, fantastiske solforhold og en nydelig utsikt. , Sevjebråtet 5A, Stavanger , 140 m² , 7 490 000 kr , Verdi Eiendomsmegling AS , Eier (Selveier) • Enebolig • 4 soverom
161450518 , Tasta - PÅMELDINGSVISNING: Flott leilighet med meget god standard. Her er det heis, parkering i garasje og gode praktiske areal. , Maiblomsvingen 11, Stavanger , 84 m² , 3 590 000 kr , Verdi Eiendomsmegling AS , Eier (Selveier) • Tomannsbolig • 2 soverom
169208320 , Lekker arkitekttegnet enebolig fra 2010 med godkjent leilighet- Dobbel carport - 7 soverom - Lettstelt uteområde , Orrestien 47, Stavanger , 302 m² , 11 900 000 kr , EiendomsMegler 1 Madla , Eier (Selveier) • Enebolig • 7 soverom
174441825 , Buøy - PÅMELDINGSVISNINGER! Lekker, oppusset leilighet med adskilt hybel! Nærhet til sjø | Herlig uteområde , Buøy Ring 47, Hundvåg , 102 m² , 2 890 000 kr , DNB Eiendom AS , Eier (Selveier) • Tomannsbolig • 3 soverom
171352467 , Vaulenmarka - Flott leilighet med strålende utsikt mot Gandsfjorden , Sørflåtveien 88, Stavanger , 81 m² , 3 990 000 kr , Verdi Eiendomsmegling AS , Eier (Selveier) • Leilighet • 2 soverom
173803979 , Gausel - Flott familiebolig med 3 soverom og 2 bad - Populært og barnevennlig nabolag- Garasje med bod - IN-ordning , Glassbegerveien 117, Stavanger , 97 m² , 1 690 000 kr , EiendomsMegler 1 Stavanger , Andel • Rekkehus • 3 soverom
