ID; Beskrivelse; adresse; kvadratmeter; pris;pris per kvadratmeter ; totalpris ; fellesutgifter; megler 
174254614 ; GRØNLAND - STRØKEN 2(3)-ROMS SENTRALT PÅ GRØNLAND| Nordvestvendt balkong | Garasjemulighet | Meget god planløsning | ; Urtegata 26, Oslo, Gamle Oslo ; 52 m² ; 3990000 kr; 76731 ; Totalpris: 4 229 012 kr ; 3 238 kr ; DNB Eiendom AS
174337349 ; #VALLE HOVIN - Meget delikat, gjennomgående og oppgradert 3-R | Peis | Solrik balkong på 7,2m2 | Kjøkken fra 2018 | Rolig og sentralt ; St. Jørgens vei 53, Oslo, Helsfyr - Sinsen ; 65 m² ; Solgt; None ; Totalpris: 4 674 616 kr ; 2 931 kr ; Schala & Partners Bjørvika/Gamle Oslo
172928016 ; Løren Vest - Strøken og innholdsrik 5-roms m/ luftig beliggenhet. Solrik balkong! 2 bad! Mulighet for utleie! Garasjeplass m/el-lader ; Sinsenveien 43, Oslo ; 99 m² ; 7990000 kr; 80707 ; Totalpris: 8 193 334 kr ; 4 184 kr ; DNB Eiendom AS
174336674 ; GAMLEBYEN - Pen og klassisk 3-roms med flotte detaljer. Stukkatur, rosetter og originale tregulv. Kjøkken og bad fra 2009. Sentralt! ; Arups gate 20, Oslo, Gamle Oslo ; 69 m² ; Solgt; None ; Totalpris: 4 346 178 kr ; 5 524 kr ; Privatmegleren Gamle Oslo
172878395 ; ST. HANSHAUGEN - Klassisk, sjarmerende 2-roms med mye lys og luft i Fougstads gate - Ny, flott peis - Lave felleskost. - Ingen dok.avg ; Fougstads gate 5C, Oslo, St.Hanshaugen - Ullevål ; 53 m² ; Solgt; None ; Totalpris: 4 032 113 kr ; 2 150 kr ; DNB Eiendom AS
174336333 ; MORTENSRUD - Flott 3-roms leilighet. Balkong på 24kvm. med nydelig utsikt. Garasjeplass. IN-ordning. ; Jordstjerneveien 29 B, Oslo, Søndre Nordstrand ; 67 m² ; 1980000 kr; 29552 ; Totalpris: 3 461 010 kr ; 9 029 kr ; Eie Eiendomsmegling Fredensborg
170959728 ; Ullern - 3 roms hjørneleil. fra 2005. Heis, peis. Solrik balkong på 13,5 kvm. Garasjeplass. Felles takterrasse på 78 kvm ; Lysehagan 46 a, Oslo, Ullern ; 83 m² ; 6600000 kr; 79518 ; Totalpris: 6 778 570 kr ; 3 643 kr ; Eie Eiendomsmegling Vinderen
163878550 ; Lysejordet/Ullern - Innholdsrikt, lyst & trivelig enderekkehus over 2 et.|Markterrasse & hage|Utbyggingsmulighet*|1 min til skole|Gar.plass. ; Vækerøveien 132R, Oslo, Ullern ; 100 m² ; 6600000 kr; 66000 ; Totalpris: 6 678 520 kr ; 3 967 kr ; DNB Eiendom AS
172190512 ; Lekker 2 - roms|Nærhet til marka|Solrik nordvestvendt balkong|Flott utsikt|Rolige omgivelser|Arealeffektiv ; Myrerskogveien 15, Oslo, Grefsen - Kjelsås ; 45 m² ; 3100000 kr; 68889 ; Totalpris: 3 298 766 kr ; 3 361 kr ; DNB Eiendom AS
160168192 ; Ekebergskrenten - Tiltalende 4-roms i 6.etg. med heis | Bygg fra 2011 | To balkonger | Bad og sep.WC | Varmtvann inkludert | Garasjeplass* ; Konows gate 83C, Oslo, Ekeberg - Bekkelaget ; 86 m² ; 5990000 kr; 69651 ; Totalpris: 6 141 092 kr ; 3 267 kr ; DNB Eiendom AS
172886401 ; Sentralt på Grønland - Arealeffektiv og pen 2-roms i 3. etasje med vestvendt innglasset balkong. Heis. Nytt kjøkken 2019. Varmtvann inkl. ; Urtegata 46, Oslo, Gamle Oslo ; 45 m² ; 3290000 kr; 73111 ; Totalpris: 3 426 100 kr ; 4 099 kr ; Nordvik Majorstuen
174297765 ; RØDTVET - Gjennomgående 3-roms i 12. etasje med flott utsikt|Innglasset balkong|Vv. og fyring inkl.|Totalrenovert 2020|Nær T-bane. ; Rødtvetveien 71, Oslo, Grorud ; 65 m² ; 3350000 kr; 51538 ; Totalpris: 3 391 729 kr ; 3 481 kr ; DNB Eiendom AS
170181516 ; Torshov - Salg av kontraktsposisjon - 2-roms selveier med balkong under oppføring - planlagt ferdigstilt Q3 2021. ; Sandakerveien 52A (Prosjektet Green Park), Oslo, Sagene - Torshov ; 46 m² ; 4350000 kr; 94565 ; Fellesutg.: 2 274 kr;0 ; PrivatMegleren Strømmen
174327706 ; GAMLEBYEN/BAGLERBYEN - Unik toppleilighet med flott utsikt. 2 takterrasser 36 kvm. 2 garasjeplasser med heisadkomst. A-konto strøm, v.v. ; Alnagata 14, Oslo, Gamle Oslo ; 80 m² ; Solgt; None ; Totalpris: 6 404 522 kr ; 9 335 kr ; OBOS eiendomsmeglere - Oslo Sentrum
174279079 ; Lørenpynten - Lekker 2-roms med 31 kvm solrik, usjenert og sydvestvendt terrasse med fint utsyn. Heis. Nært t-bane og servicetilbud. ; Gildevangen 2, Oslo ; 58 m² ; 4200000 kr; 72414 ; Totalpris: 4 306 342 kr ; 2 334 kr ; Krogsveen avd. Løren
156730948 ; "LOCUS Ensjø" - Salgssuksess - 65 % solgt !! Nye selveierleiligheter i hjertet av Ensjø - Flott beliggenhet -  Nærhet til T-banen! ; Gladengveien 5, Oslo, Helsfyr - Sinsen ; 47 - 130 m² ; 4400000 - 12900000 kr; 93617 - 99231 ; Totalpris: 4 427 432 - 12 969 381 kr;0 ; DNB Eiendom AS
171901325 ; 5 prosjekterte og moderne eneboliger over 3 plan med praktikantdel - Kun 1 ledig! Gangavstand til marka ; Sigurd Weisæths vei 7, Oslo, Stovner ; 137 m² ; 6300000 kr; 45985 ; Totalpris: 6 341 370 kr;0 ; PrivatMegleren Lillestrøm
102186780 ; Rosenholm brl hus G og H - Innflyttingsklare 4-roms leiligheter * Solrike balkonger * Garasje *Mulighet for OBOS Bostart ; Rosenholm brl, hus G og H, Liakollveien 38 og 40, Oslo, Søndre Nordstrand ; 77 m² ; 2450000 - 2600000 kr; 31818 ; Totalpris: 4 909 020 - 5 209 020 kr;0 ; OBOS BBL
174306303 ; Stor og romslig 5-roms leilighet | 4 soverom | 2 bad | 2 balkonger | Barnevennlig beliggenhet! ; Ragnhild Schibbyes vei 40, Oslo, Stovner ; 101 m² ; Solgt; None ; Totalpris: 4 063 457 kr ; 4 829 kr ; DNB Eiendom AS
174191396 ; Bjølsen: Svært lys og unik hjørneleilighet med flotte klassiske detaljer, vedovn og god takhøyde (3,30m). Varmtvann inkl ; Maridalsveien 180B, Oslo, Sagene - Torshov ; 84 m² ; 5450000 kr; 64881 ; Totalpris: 5 463 782 kr ; 5 013 kr ; Nordvik Bygdøy Allé
174304270 ; #SAGENE - Lys og fin 3-R toppleilighet med god standard I Solrik vestvendt balkong I Lyse originale tregulv I Veldrevet brl. ; Mogata 2 B, Oslo, Sagene - Torshov ; 71 m² ; 4800000 kr; 67606 ; Totalpris: 5 158 881 kr ; 4 057 kr ; Schala & Partners Sagene
166272342 ; Løren - Smart og moderne 2-roms med balkong, heis og egen garasjeplass. Kort vei til butikker, t-bane og marka! ; Spireaveien 10B, Oslo, Bjerke ; 48 m² ; Solgt; None ; Totalpris: 3 542 974 kr ; 4 352 kr ; OBOS eiendomsmeglere - Tveita
172503195 ; #GRÜNERLØKKA - Toppmoderne og smakfullt oppusset studioleilighet | Rolig beliggenhet mot bakgård | Vv, fyring og bredbånd inkl.! ; Øvrefoss 8 D, Oslo, Grünerløkka - Sofienberg ; 26 m² ; 2700000 kr; 103846 ; Totalpris: 2 891 998 kr ; 2 593 kr ; Schala & Partners Torshov
174301124 ; Romslig 2-roms oppussingsobjekt - Innglasset balkong - Garasjeplass - Flott utsyn - Nærhet til marka ; Odvar Solbergs vei 74, Oslo, Romsås ; 57 m² ; Solgt; None ; Totalpris: 2 186 763 kr ; 4 885 kr ; Himla Oslo
174300090 ; Frydenberg/Løren - NYHET - Lys og tiltalende 3-roms med solrik balkong på 6 kvm- Strøm, V.v og fyring inkl. i fellesutgiftene! MÅ sees! ; Frydenbergveien 50, Oslo, Helsfyr - Sinsen ; 60 m² ; 4650000 kr; 77500 ; Totalpris: 4 725 581 kr ; 4 527 kr ; Eie Eiendomsmegling Løren
173129799 ; STORO/GREFSEN STASJON - Luftig og attraktiv 3-roms hjørneleilighet med balkong på ca. 11 kvm - Gode solforhold - Mulig å kjøpe p-plass m/lading ; Hans Nordahls gate 78, Oslo, Grefsen - Kjelsås ; 65 m² ; 5200000 kr; 80000 ; Totalpris: 5 343 007 kr ; 3 215 kr ; Aktiv St.Hanshaugen/Bislett
174256575 ; GRÜNERLØKKA - Lys & lekker 2-roms vendt mot bakgård - Moderne standard - Solrik balkong - Heis - Sentralt & rolig - Flytt rett inn! ; Heimdalsgata 8, Oslo, Grünerløkka - Sofienberg ; 51 m² ; Solgt; None ; Totalpris: 3 951 132 kr ; 3 711 kr ; DNB Eiendom AS
174295322 ; #HELLERUDTOPPEN - Solrik og delikat  3(4)-roms hjørneleilighet | Vestvendt balkong på 10,6m2 med spektakulær utsikt | Peis | Garasje m/el ; Hellerudgrenda 65B, Oslo, Hellerud ; 78 m² ; Solgt; None ; Totalpris: 5 299 382 kr ; 4 294 kr ; Schala & Partners Bjørvika/Gamle Oslo
174294624 ; Homansbyen - Lekker 5-roms leilighet, nyrenovert i 2019 til meget høy standard. Balkong, luftig takhøyde og klassiske detaljer. ; Parkveien 2, Oslo, Uranienborg - Majorstuen ; 150 m² ; 11500000 kr; 76667 ; Totalpris: 11 809 441 kr ; 3 794 kr ; PrivatMegleren Aveny
174178747 ; SØRENGA - Strøken og praktisk townhouse med separat hybel. Høy standard. Åpen mezzanine og to balkonger. ; Sørengkaia 102, Oslo, Gamle Oslo ; 130 m² ; 10300000 kr; 79231 ; Totalpris: 10 558 842 kr ; 5 822 kr ; Nordvik St.Hanshaugen
163441976 ; Holmenkollen - Stor, innholdsrik og tiltalende 1/2 av tomannsbolig - Storslått utsikt - Ettertraktet beliggenhet - 3-roms praktikantdel ; Måltrostveien 38B, Oslo, Vinderen ; 246 m² ; 13900000 kr; 56504 ; Totalpris: 14 262 770 kr;0 ; PrivatMegleren Dyve & Partnere
174192155 ; IDYLL PÅ ST.HANSHAUGEN - Unik 3-roms "all inclusive" med god takhøyde, peis, utgang til vestvendt markterrasse (16,6 kvm) og hage. Heis. Garasje* ; Akersbakken 39, Oslo, St.Hanshaugen - Ullevål ; 70 m² ; 6290000 kr; 89857 ; Totalpris: 6 487 371 kr ; 3 266 kr ; Nordvik Bislett
146424066 ; St. Hanshaugen v/ Pilestredet Park - Delikat 2-roms toppleilighet med en attraktiv beliggenhet. God standard fra 2011. V.V/fyring inkl. Ingen forkjøpsrett. ; Langes gate 4A, Oslo, St.Hanshaugen - Ullevål ; 32 m² ; 3400000 kr; 106250 ; Totalpris: 3 485 132 kr ; 3 597 kr ; DNB Eiendom AS
174622730 ; Røa - Skap din egen drømmebolig i attraktivt boligområde på Røa! Rammetillatelse for vertikaltdelt tomannsbolig foreligger ; Nordengveien 53, Oslo, Røa ; 244 m² ; 16900000 kr; 69262 ; PrivatMegleren Park;0 ; Eier (Selveier) • Tomannsbolig • 7 soverom
174287335 ; Hagebyidyll på Skøyen/ Hoff | Meget attraktiv bolig over to plan | Veranda, hage og parsell | Meget barnevennlig ; Konventveien 50, Oslo, Ullern ; 93 m² ; 8500000 kr; 91398 ; Totalpris: 8 757 214 kr ; 4 706 kr ; Eie Eiendomsmegling Røa, Skøyen og Ullern
174285882 ; #SAGENE - Innbydende og lys 2(3)-roms hjørneleilighet i populært nabolag - IN ordning - Rolig gate - Bad regi brl 2004 - "Alt" ink ; Sandefjordgata 5G, Oslo, Sagene - Torshov ; 60 m² ; 3850000 kr; 64167 ; Totalpris: 3 928 177 kr ; 4 379 kr ; Schala & Partners Torshov
172823828 ; FROGNER - Nyoppusset (2020) Frognerleilighet med høy standard og svært ettertraktet beliggenhet. 2 solrike balkonger. 2 bad. Peis ; Behrens` gate 6, Oslo, Bygdøy - Frogner ; 118 m² ; 12590000 kr; 106695 ; Totalpris: 13 051 742 kr ; 3 209 kr ; Nordvik Frogner
161271883 ; Munkerud/ Nordstrand - Nyere energieffektiv enebolig i kjede- Lettstelt solrik hage/terrasse - EL-lader- 6 sov og 2 stuer- 3 bad- Hybelleilighe ; Munkerudkleiva 18B, Oslo, Nordstrand ; 178 m² ; 10690000 kr; 60056 ; Totalpris: 10 958 592 kr;0 ; DNB Eiendom AS
174281122 ; Strøken og romslig 3-roms hjørneleilighet m/stor balkong på 18 m² - Garasjeplass - Sentralt og populært boligområde ; Frydenbergveien 60, Oslo, Helsfyr - Sinsen ; 73 m² ; 6200000 kr; 84932 ; Totalpris: 6 366 542 kr ; 3 675 kr ; Aktiv Carl Berner
174249400 ; MUNKELIA / LAMBERTSETER - Moderne og lekker 3-roms (75m²) leilighet med flott utsikt | Stor innglasset og vestvendt balkong |Nær t-bane ; Langbølgen 43, Oslo, Lambertseter ; 75 m² ; Solgt; None ; Totalpris: 4 500 557 kr ; 3 761 kr ; DNB Eiendom AS
174279169 ; VOLLEBEKK - Stor og lekker 2-roms fra 2019 i hyggelig område - Balkong på ca. 8 m². Heis -  A-konto oppvarming - IN Ordning ; Midtveien 55, Oslo, Bjerke ; 59 m² ; 1880000 kr; 31864 ; Totalpris: 3 995 357 kr ; 7 067 kr ; Aktiv Carl Berner
172598693 ; Disen - Lys og arealeffektiv selveierleilighet med garasjeplass. Lave felleskostnader, solrik fellestomt og attraktivt boområde. ; Fagerliveien 1, Oslo, Grefsen - Kjelsås ; 26 m² ; 2700000 kr; 103846 ; Totalpris: 2 781 570 kr ; 2 593 kr ; PrivatMegleren Primera
167375889 ; Lekkert rekkehus på 3.etasjer med usjenert beliggenhet mot skogholt -Garasjeplass -Moderne -Peisovn -Terrasse -4 soverom ; Mellombølgen 139 G, Oslo, Lambertseter ; 121 m² ; 7450000 kr; 61570 ; Totalpris: 7 481 818 kr ; 3 944 kr ; Nordvik Nydalen
174277064 ; Bydel Frogner - Lys og klassisk 3(4)-roms selveier med stukkatur, rosett, god takhøyde og peis. Nytt bad i 2018. Sentral beliggenhet. ; Mauritz Hansens gate 5, Oslo, Uranienborg - Majorstuen ; 100 m² ; 7290000 kr; 72900 ; Totalpris: 7 483 820 kr ; 4 449 kr ; PrivatMegleren Aksept
174264181 ; SENTRUM - Unik og rålekker 3-roms toppleilighet med balkong  i indre gård| Selveier | Hems ca 10 kvm |Gården rehabilitert 2014/15 ; Osterhaus' gate 12C, Oslo, Grünerløkka - Sofienberg ; 62 m² ; 4700000 kr; 75806 ; Totalpris: 4 897 842 kr ; 3 814 kr ; DNB Eiendom AS
171407666 ; VINSLOTTET - Ny og lekker 2-roms fabrikkleilighet m/god internbeliggenhet. Varme i alle gulv. Lave felleskostn. m/akonto fyring inkl. ; Bøkkerveien 12 B, Oslo, Helsfyr - Sinsen ; 50 m² ; 4390000 kr; 87800 ; Totalpris: 4 511 292 kr ; 2 259 kr ; Aktiv Frogner
174270276 ; Frogner - Klassisk og stilfull 3-roms selveier med nordvestvendt balkong - Originale detaljer - Peisovn - Representativ gård ; Odins gate 31B, Oslo, Bygdøy - Frogner ; 84 m² ; 7990000 kr; 95119 ; Totalpris: 8 201 320 kr ; 2 691 kr ; PrivatMegleren Dyve & Partnere
174261356 ; Solrikt og rolig i Iladalen - Herlig 2-roms med solrik balkong og utsikt over Iladalen - Heis - "alt" inkl. i felleskost. - Ingen forkjøpsrett! ; Vøyensvingen 14D, Oslo, St.Hanshaugen - Ullevål ; 29 m² ; Solgt; None ; Totalpris: 3 307 330 kr ; 5 252 kr ; Nordvik St.Hanshaugen
159833776 ; Skillebekk/Frogner - Klassisk møter moderne design | Pusset opp 2019  | 2 bad/wc | Peis | Balkong | Parkering* ; Niels Juels gate 5, Oslo, Bygdøy - Frogner ; 140 m² ; 12500000 kr; 89286 ; Totalpris: 12 824 070 kr ; 3 592 kr ; PrivatMegleren Allé
171245193 ; #FRYDENBERG/LØREN - Moderne 4-roms med to solrike balkonger | To bad | Heis | IN-ordning | Garasjeleie*| "Alt" inkludert i felleskostnadene ; Frydenbergveien 50, Oslo, Helsfyr - Sinsen ; 91 m² ; 3800000 kr; 41758 ; Totalpris: 5 843 167 kr ; 19 878 kr ; Schala & Partners Carl Berner
159665346 ; Gressbanen/Holmen - Halvpart tomannsbolig i barnevennlige omgivelser | Solrike terrasser | Stor hage | 2 parkeringsplasser ; Eddaveien 25 B, Oslo, Røa ; 157 m² ; 8990000 kr; 57261 ; Totalpris: 9 230 420 kr;0 ; PrivatMegleren Allé
174264771 ; Grünerløkka - Lekker og romslig 2-roms selveier fra 2017 - Heis, stor terrasse, moderne kvaliteter m.m.- Kort vei til buss og T-bane ; Fjellgata 32B, Oslo, Grünerløkka - Sofienberg ; 50 m² ; 4890000 kr; 97800 ; Totalpris: 5 023 820 kr ; 2 107 kr ; PrivatMegleren Dyve & Partnere
174264797 ; Grünerløkka - Strøken 2-roms selveier fra 2014 - Heis og balkong - God og moderne standard - Attraktiv og populær beliggenhet ; Marstrandgata 4, Oslo, Grünerløkka - Sofienberg ; 40 m² ; 3990000 kr; 99750 ; Totalpris: 4 103 250 kr ; 1 790 kr ; PrivatMegleren Dyve & Partnere
174056302 ; ULVEN - FLOTT 3-ROMS OVER TO PLAN: Garasjeplass. Ingen forkjøp. 2 store balkonger. Fasade & vinduer 2019. Populær beliggenhet! ; Ulvenveien 117A, Oslo, Helsfyr - Sinsen ; 76 m² ; 3390000 kr; 44605 ; Totalpris: 3 986 342 kr ; 6 195 kr ; Nordvik Bislett
174263949 ; St. Hanshaugen - Attraktivt beliggende 1-roms aksjeleilighet med balkong og god planløsning - Fyring og v.vann inkl. - Ingen dok.avgift ; Brandts gate 2B, Oslo, St.Hanshaugen - Ullevål ; 27 m² ; 2650000 kr; 98148 ; Totalpris: 2 871 248 kr ; 3 240 kr ; PrivatMegleren Park
174208099 ; RIS/VINDEREN - Vertikaldelt tomannsbolig - Romslig & lys - 1/2-part vertikaldelt tomannsbolig - Utleiedel - Stor hage - Garasje - Nabo til Gaustadjordet - Sentralt ; Slemdalsveien 91E, Oslo, Vinderen ; 209 m² ; 14000000 kr; 66986 ; Totalpris: 14 351 342 kr;0 ; Nordvik Ullevål
172891118 ; ST. HANSHAUGEN: 7-roms selveierleilighet - Eksklusivt materialvalg - God takhøyde -  Utleid for kr 469.200,-/pr. år ; Herman Foss' gate 19, Oslo, St.Hanshaugen - Ullevål ; 102 m² ; 7300000 kr; 71569 ; Totalpris: 7 492 864 kr ; 3 023 kr ; BOA Eiendomsmegling Oslo Vest AS
173313601 ; FROGNER - Meget attraktiv 2/3-roms selveier med 2 solrike balkonger og ettertraktet beliggenhet! Heis. Fjernvarme. Hyggelig utsikt ; Erling Skjalgssons gate 34B, Oslo, Bygdøy - Frogner ; 70 m² ; 5500000 kr; 78571 ; Totalpris: 5 719 912 kr ; 2 588 kr ; Nordvik Frogner
174255346 ; Fjellhus/Teisen - Lys og gjennomgående 4-roms leilighet med balkong. Fyring og varmtvann inkl. Garasjeplass medfølger. Ingen forkjøpsrett! ; Harald Halvorsens vei 49 B, Oslo, Helsfyr - Sinsen ; 78 m² ; Solgt; None ; Totalpris: 3 934 248 kr ; 4 552 kr ; OBOS eiendomsmeglere - Tveita
173684323 ; KVÆRNERBYEN - Flott 2-roms - 13 kvm. balkong - garasjeplass m. lading for EL-bil - vv. og oppv. inkludert i leie - ingen forkjøpsrett! ; Freserveien 6, Oslo, Gamle Oslo ; 45 m² ; 3800000 kr; 84444 ; Totalpris: 3 808 032 kr ; 2 786 kr ; Aktiv Sagene
174254391 ; Nydalen/Elvebredden - 3-roms eierseksjon | 5.etg. med heis | Solrik balkong | Garasje | God planløsning | Lave f.kostn. ; Lillogata 5E, Oslo, Sagene - Torshov ; 62 m² ; Solgt; None ; Totalpris: 5 799 020 kr ; 2 536 kr ; Eie Eiendomsmegling Majorstuen
174254356 ; Tveita - 3-roms i høy 1. etg. Innglasset balkong med gode solforhold. Oppussingobjekt. Nytt bad kommer. Kort vei til kjøpesenter. ; Lavrans vei 28, Oslo, Hellerud ; 68 m² ; 2950000 kr; 43382 ; Totalpris: 3 158 385 kr ; 3 611 kr ; OBOS eiendomsmeglere - Tveita
173966567 ; SOFIENBERG - Meget innbydende 3-roms leilighet med peis og sentral beliggenhet. Utgang til vestvendt balkong og fransk balkong! ; Helgesens gate 79B, Oslo, Grünerløkka - Sofienberg ; 62 m² ; Solgt; None ; Totalpris: 4 797 348 kr ; 3 592 kr ; DNB Eiendom AS
174252937 ; Fredensborg på sitt beste - Klassisk 2-roms med stukkatur og peis - Varmt vann inkl/lave omkostninger/ingen forkjøpsrett ; Maridalsveien 4A, Oslo, Grünerløkka - Sofienberg ; 43 m² ; 3650000 kr; 84884 ; Totalpris: 3 812 092 kr ; 4 479 kr ; PrivatMegleren Aksept
174252193 ; Ensjø - Lekker 3 - roms leilighet med stor balkong og kjøkken fra 2018.  Meget sentral beliggenhet. Barnevennlig område. ; Ensjøveien 6A, Oslo, Gamle Oslo ; 65 m² ; 3100000 kr; 47692 ; Totalpris: 4 485 132 kr ; 13 341 kr ; DNB Eiendom AS
171553661 ; Originale Waldemars Hage - Pen og stilren 2-r selveier m/vestv. Balk. - Heis - V.vann og fyring - Rolig, men sentralt. Felles terrasse og hage ; Waldemars Hage 3, Oslo, Grünerløkka - Sofienberg ; 47 m² ; 4250000 kr; 90426 ; Totalpris: 4 379 612 kr ; 2 887 kr ; PrivatMegleren Aveny
174251712 ; NYDALEN - Attraktiv 4-roms selveierleilighet med stor, solrik balkong - Garasjeplass - Heis - Usjenert beliggenhet ved Akerselva! ; Badebakken 22, Oslo, Sagene - Torshov ; 76 m² ; Solgt; None ; Totalpris: 6 768 720 kr ; 4 283 kr ; PrivatMegleren Soria Moria
173987224 ; BO GODT I NYDALEN - FASTPRIS! Nydelig 4-roms fra 2017 med sydvendt balkong - 2 bad - 6. etg. - Heis - Mulighet for hybel - Vv. & fyring inkl ; Fernanda Nissens gate 3E, Oslo, Sagene - Torshov ; 93 m² ; 8500000 kr; 91398 ; Totalpris: 8 722 142 kr ; 4 069 kr ; Nordvik St.Hanshaugen
174248937 ; Carl Berner / Sinsen - Moderne og innbydende 4-roms utsiktsleilighet. Stor, solrik balkong med fin utsikt. Heis og garasje. Meget sentralt. ; Sinsenveien 3B, Oslo, Helsfyr - Sinsen ; 86 m² ; 6590000 kr; 76628 ; Totalpris: 6 605 957 kr ; 3 952 kr ; DNB Eiendom AS
172894265 ; Supersentralt på Grønland - Lys og smakfull toppleilighet med mesanin og takvinduer|2 stuer og 2 soverom|Heis| Vannbåren gulvvarme| Garasjeplass* ; Norbygata 39, Oslo, Gamle Oslo ; 83 m² ; 5990000 kr; 72169 ; Totalpris: 6 251 489 kr ; 4 968 kr ; EiendomsMegler 1 Gamle Oslo
174248312 ; St. Hanshaugen - Klassisk selveierleilighet med flotte detaljer, god takhøyde, peis og balkong. Skjermet beliggenhet rett ved parken. ; Frydenlundgata 19, Oslo, St.Hanshaugen - Ullevål ; 69 m² ; Solgt; None ; Totalpris: 5 662 670 kr ; 2 491 kr ; PrivatMegleren Dyve & Partnere
174245002 ; SLEMDAL - Stor representativ endeleilighet med særdeles attraktiv og sentral beliggenhet på Slemdal. 2 p-plasser og heis. ; Risalléen 40, Oslo, Vinderen ; 158 m² ; 13500000 kr; 85443 ; Totalpris: 13 853 243 kr ; 5 390 kr ; Sem & Johnsen Eiendomsmegling
172922307 ; Gamlebyen - Stilig fabrikkleilighet på 35 kvm + 11 kvm hems. Store vinduer og 3,3 m takhøyde. Heis. Ingen forkjøpsrett. ; Alnagata 11, Oslo, Gamle Oslo ; 35 m² ; 2440000 kr; 69714 ; Totalpris: 3 267 368 kr ; 6 653 kr ; Krogsveen avd. Gamle Oslo
174240554 ; Ammerud - Ammerudkollen - Flytt rett inn i en strøken 1-roms leilighet fra 2017. Vestvendt og solrik balkong. Varmtvann og fyring inkl.! Kun TG1. ; Ammerudveien 70, Oslo, Grorud ; 32 m² ; Solgt; None ; Totalpris: 2 472 385 kr ; 2 818 kr ; OBOS eiendomsmeglere - Kalbakken
174240516 ; TØYEN - Nyoppusset og lekker 3-roms m/balkong i urbant boligområde. Perfekt utleieobjekt.Lave felleskostn. m/v.vann inkl. ; Heimdalsgata 29, Oslo, Gamle Oslo ; 47 m² ; 3500000 kr; 74468 ; Totalpris: 3 599 042 kr ; 2 585 kr ; Aktiv Carl Berner
174240392 ; Ulvøya - Del av flott tomannsbolig i vakre omgivelser på Ulvøya - Stor hage - Garasje - Veranda - Sjøgløtt ; Hummerkloa 8A, Oslo, Ekeberg - Bekkelaget ; 191 m² ; 11500000 kr; 60209 ; Totalpris: 11 788 842 kr;0 ; DNB Eiendom AS
171980763 ; #MAJORSTUEN - Majorstuens smarteste 1-roms? Lys og delikat med balkong | Heis | Fyring & V.vann inkl | Ingen forkjøp | Super sentralt! ; Kirkeveien 50, Oslo, Uranienborg - Majorstuen ; 25 m² ; 2560000 kr; 102400 ; Totalpris: 2 851 384 kr ; 3 217 kr ; Schala & Partners Bjørvika/Gamle Oslo
173418961 ; Adamstuen/Fagerborg - Gjennomgående og stilfull 2-roms med brannbalkong. Nytt kjøkken/bad i 2017. Fyring og v.vann inkl. Mul. for garasjeleie. ; Ullevålsveien 107 B, Oslo, St.Hanshaugen - Ullevål ; 54 m² ; 3900000 kr; 72222 ; Totalpris: 4 094 660 kr ; 3 607 kr ; Krogsveen avd. Majorstuen
161705008 ; Rodeløkka - Velholdt og stor 3-roms selveier fra 2014 med garasjeplass, terrasse mot flott bakgård, to wc og mulighet for 4-roms! ; Gøteborggata 20, Oslo, Grünerløkka - Sofienberg ; 80 m² ; 4990000 kr; 62375 ; Totalpris: 5 126 320 kr ; 3 088 kr ; PrivatMegleren Aksept
174235260 ; KALBAKKEN - Lekker og moderne 1-roms med alkove som fungerer som soverom - Flott kjøkken/bad - Fyring inkl.! ; Kalbakkslyngen 14, Oslo, Grorud ; 37 m² ; 2590000 kr; 70000 ; Totalpris: 2 693 385 kr ; 2 397 kr ; OBOS eiendomsmeglere - Kalbakken
168540353 ; Lutvann - Lys og innbydende 4-roms leilighet med stor, trivelig balkong - Attraktivt og barnevennlig område på Lutvann ; Johan Castbergs vei 44, Oslo, Hellerud ; 71 m² ; 3750000 kr; 52817 ; Totalpris: 4 037 081 kr ; 4 185 kr ; Eiendomsmegler 1 Bøler
172314273 ; Torshov - Lys og gjennomgående 1(2)-roms | Originale tregulv  |Varmtvann/fyring inkl | ; Oskar Braatens gate 20, Oslo, Sagene - Torshov ; 39 m² ; 3330000 kr; 85385 ; Totalpris: 3 392 953 kr ; 2 344 kr ; DNB Eiendom AS
173629128 ; Innflytningsklar og ny i 2020 lekker 2-roms - midt på Frydenberg/Løren ; Frydenbergveien 46D, Oslo, Helsfyr - Sinsen ; 41 m² ; 3600000 kr; 87805 ; Totalpris: 3 690 000 kr ; 1 970 kr ; Centennial Eiendom ASA
174234316 ; Bislett - Nyoppført, rålekker 3-roms selveier i 2. etg. Heis, 2 balkonger, felles takterrasse, vannbåren gulvvarme ; Eugenies gate 5, Oslo, St.Hanshaugen - Ullevål ; 59 m² ; 5990000 kr; 101525 ; Totalpris: 6 058 639 kr ; 2 233 kr ; PrivatMegleren Dyve & Partnere - Prosjekt
171670694 ; GAMLE STOVNER - Attraktivt rekkehus over 2 plan - 2 nye bad og Norema kjøkken fra 2017 - 4 soverom - Garasje med El lader - Barnevennlig ; Johnny Svorkmos vei 108, Oslo, Stovner ; 124 m² ; 4600000 kr; 37097 ; Eie Eiendomsmegling Stovner;0 ; Andel • Rekkehus • 4 soverom
