SEP=,

ID, beskrivelse, adresse, Kvadratmeter, pris, utleier, type bolig , link
174914046,PILESTREDET PARK: Attraktiv og moderne 3-roms m/solrik balkong - INKL fyring og varmtvann - Garasjeplass mot tillegg - Ledig 1. mai.,Pilestredet Park 14 -  Oslo -  St.Hanshaugen - Ullevål, 58 m²,16 900 kr,Utleiemegleren Homansbyen,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=174914046,
135078056,Hybel v/Gressbanen-Holmen. Parkering mulig,Holmenkollvn 41 -  Oslo, 30 m²,8 500 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=135078056,
174638683,Studioleilighet i Nydalen (5min fra BI og t-banestasjonen),Gjerdrums vei 12 -  Oslo -  Sagene - Torshov, 20 m²,9 200 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=174638683,
113941272,Solsiden Nydalen - 2-roms Leilighet like ved BI,NYDALEN ALLÉ 3 -  Oslo -  Sagene - Torshov, 52 m²,15 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=113941272,
148007529,Garasje/lagerplass til leie på Teisen i Oslo,KLOSTERHEIMVEIEN 1 -  Oslo -  Helsfyr - Sinsen, 14 m²,1 000 kr,Privat,Garasje/Parkeringfinn.no/realestate/lettings/ad.html?finnkode=148007529,
100062154,Original og pen 3-roms leilighet i hjertet av Oslo,Osterhaus Gate 21B -  Oslo -  Grünerløkka - Sofienberg, 64 m²,16 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=100062154,
174908874,NEDRE ULLEVÅL - 1-roms med balkong i rolig område ledig fra 13/11,Nedre Ullevål 4 -  Oslo -  St.Hanshaugen - Ullevål, 27 m²,9 800 kr,Heimstaden AS,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=174908874,
174908942,SINSEN - Romslig 2-roms med balkong,Sinsenveien 66 -  Oslo -  Bjerke, 37 m²,11 600 kr,Heimstaden AS,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=174908942,
174902537,Rom til leie midt i Oslo,Wessels gate 3b -  Oslo -  St.Hanshaugen - Ullevål, 13 m²,9 000 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=174902537,
174899450,Rom i bofellesskap Grünerløkka,THORVALD MEYERS GATE 71 A -  Oslo -  Grünerløkka - Sofienberg, 15 m²,6 000 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=174899450,
107437384,Nybygget leilighet med fin beliggenhet i rolig strøk,Sturlasvei 22 -  Oslo -  Røa, 35 m²,10 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=107437384,
174899428,Nyoppusset kollektiv på Majorstua,Sørkedalsveien 5b -  Oslo -  Vinderen, 6 m²,5 850 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=174899428,
174901702,TØYEN - Stor og romslig 1-roms - rolig beliggenhet i bakgårdsbygg -,Urtegata 20 - 22 -  Oslo -  Gamle Oslo, 38 m²,11 300 kr,Heimstaden AS,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=174901702,
174901519,Marienlyst - Pen 4-roms leilighet med balkong - varmtvann og fyring inkl.,Kirkeveien 110 B -  Oslo -  St.Hanshaugen - Ullevål, 84 m²,19 200 kr,Utleiemegleren Drammen,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=174901519,
174897897,Rom i bofelleskap,Odvar solbergs vei 158 -  Oslo -  Romsås, 7 m²,4 000 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=174897897,
174895969,Sørenga - Lekker og solrik 3-roms leilighet med 2 balkonger. Meget attraktiv beliggenhet -  inkludert kabel-tv og bredbånd,Sørengkaia 80 -  Oslo -  Gamle Oslo, 67 m²,19 200 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=174895969,
174899848,STOVNER - 1 roms til leie på Stovner senter - inkl. fyring / oppvarming -   varmt vann og strøm,Stovner Senter 1 -  Oslo -  Stovner, 18 m²,9 300 kr,Heimstaden AS,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=174899848,
174899307,NYDALEN: Nyere 2-roms leilighet i 6. etasje | Balkong og Garasje med elbillader | Fyring -  Varmtvann -  Kabel-TV og Internett inkludert.,Fernanda Nissens gate 3D -  leil. D604 -  Oslo -  Sagene - Torshov, 43 m²,14 500 kr,Utleiemegleren Sinsen,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=174899307,
174898608,FROGNER- 3-romsleilighet med peis og attraktiv beligenhet. Oppvarming inkludert!,Gange-Rolvs gate 6B -  Oslo -  Bygdøy - Frogner, 73 m²,14 300 kr,Utleiemegleren Frogner,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=174898608,
76775385,Attraktiv delvis møblert 4-roms med nyere kjøkken og nymalte overflater.,Sofiesgt 58 -  Oslo -  St.Hanshaugen - Ullevål, 75 m²,20 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=76775385,
171720812,Ledig rom i  bofellesskap -  like ved torggata.,Bernt Ankers gate 33 -  Oslo -  Grünerløkka - Sofienberg, 11 m²,7 300 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=171720812,
172601204,Grünerløkka: 3-roms med sentral beliggenhet. Inkl. hvitevarer og trappevask.,Markveien 48 -  Oslo -  Grünerløkka - Sofienberg, 40 m²,15 000 kr,Leiebolig Utleiemegling AS,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172601204,
174894618,NYBYEN ØKERN: Flott og nyere 4-roms hjørneleilighet | Stor balkong | Privat garasjeplass -  Fyring -  Varmtvann -  KabelTV og Internett inkludert | Langtidsleie!,Mørtelverksbakken 13 -  Oslo -  Bjerke, 72 m²,16 200 kr,Utleiemegleren Sinsen,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=174894618,
174889211,Stor lys 3-roms toppleilighet på Vestli,VESTLISVINGEN 29 -  Oslo -  Stovner, 73 m²,15 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=174889211,
174884235,Til leie i ett år - Hyggelig leilighet  med 2 soverom,Enebakkveien 201 -  Oslo -  Manglerud, 50 m²,10 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=174884235,
174890300,VÆKERØ / FURULUND: Meget attraktiv 1. etasje av horisontaldelt bolig. Utsikt og hage. Ledig omgående.,Vækerøåsen 13 -  Oslo -  Ullern, 120 m²,15 000 kr,Utleiemegleren Lysaker,Tomannsboligfinn.no/realestate/lettings/ad.html?finnkode=174890300,
174889162,2-roms leilighet til leie i Oslo sentrum,Kommandør T.I Øgrims Plass 7 -  Oslo -  St.Hanshaugen - Ullevål, 39 m²,12 000 kr,Thon Eiendom,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=174889162,
149881971,Lys og koselig 2-roms med 6 kvm bod og hyggelig bakgård,Colletts gate 6c -  Oslo -  St.Hanshaugen - Ullevål, 30 m²,12 000 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=149881971,
90467415,Hybel / Pendlerbolig i enebolig (sokkel) på Frydenberg nær Carl Berners plass,Oslo -  Helsfyr - Sinsen, 45 m²,9 250 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=90467415,
174882554,Toppleilighet med terrasse og garasje St.Hanshaugen,Oslo -  St.Hanshaugen - Ullevål, 70 m²,22 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=174882554,
144479826,3-roms leilighet til leie Bygdøy-Frogner,Bjørn Farmanns Gate 16 -  Oslo -  Bygdøy - Frogner, 44 m²,16 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=144479826,
