SEP=,

ID, beskrivelse, adresse, Kvadratmeter, pris, utleier, type bolig , link
158230648,3 bedroom Apartment on rent,HAAKON VII`S GATE 16 -  Tromsø, 74 m²,14 000 kr,Privat,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=158230648,
104202348,Hybelleilighet til leie,Tromsø, 30 m²,6 500 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=104202348,
172541323,Rom i bofelleskap,NJORDS VEG 42 -  Tromsø, 40 m²,5 500 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=172541323,
100488079,Stor hybel sentralt i Tromsø sentrum,OTTO SVERDRUPS GATE 7 A -  Tromsø, 25 m²,6 800 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=100488079,
120826789,Leilighet til leie UTLEID!,Tromsø, 45 m²,9 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=120826789,
152457666,To rom ledig i bofellesskap i sentrum. Alt inkl.,STORGATA 10 A -  Tromsø, 67 m²,6 000 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=152457666,
153128008,Møblert 3-roms leilighet til leie fra 1. april.,Øvre Markveg 39 -  Tromsø, 58 m²,13 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=153128008,
159632793,Hybel til leie sentralt i Tromsø!,Fogd Drejers gate 27 -  Tromsø, 13 m²,6 000 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=159632793,
173323409,To soverom i kvinnelig bofellesskap leies ut,Skoglivegen 4 -  Tromsø, 10 m²,5 900 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=173323409,
156977932,2 av 5 rom i kollektiv til leie. Nybygd 2019.,Åsvegen 27B -  Tromsdalen, 10 m²,5 600 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=156977932,
148842736,2 roms sokkelleilighet til leie i Kroken Sør,Opalveien 1 -  Krokelvdalen, 45 m²,10 000 kr,Privat,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=148842736,
173341247,Ny studioleilighet med egen parkeringsplass,Tromsdalen, 20 m²,7 000 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=173341247,
173333619,Leiligheter til leie i Tromsø,JONAS LIES GATE 7 -  Tromsø, 25 m²,500 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=173333619,
173331204,LEILIGHET I  SENTRUM -  4-ROMS,SJØGATA 14 -  Tromsø, 100 m²,15 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173331204,
83538008,Flott hybel til leie i rolig område-ikke delt,Betalt plassering, 17 m²,6 500 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=83538008,
88737521,Toppleilighet  4 roms - Workinntoppen - Langtidsleie,Workinntoppen 24 (leilighet B2-407) -  Tromsø, 100 m²,20 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=88737521,
173325026,Fullt møblert Studioleilighet i Tromsø Sentrum,SKOLEGATA 45 -  Tromsø, 21 m²,9 500 kr,Giæver Vertskap As,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173325026,
173320944,Romslig og moderne Hovedleilighet i Enebolig med Parkering og fin utsikt,KVELDROVEGEN 8 B -  Tromsø, 160 m²,30 000 kr,Giæver Vertskap As,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173320944,
173319429,Moderne møblert leilighet sentralt på Tromsøya med Parkering,KVELDROVEGEN 6 -  Tromsø, 28 m²,10 000 kr,Giæver Vertskap As,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173319429,
173206312,Moderne møblert leilighet sentralt på Tromsøya med Parkering,KVELDROVEGEN 6 -  Tromsø, 28 m²,10 000 kr,Giæver Vertskap As,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173206312,
173317117,Moderne møblert leilighet sentralt på Tromsøya med Parkering,KVELDROVEGEN 6 -  Tromsø, 72 m²,20 000 kr,Giæver Vertskap As,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173317117,
173315404,Moderne møblert leilighet sentralt på Tromsøya med Parkering,KVELDROVEGEN 6 -  Tromsø, 72 m²,21 000 kr,Giæver Vertskap As,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173315404,
153256820,Ny hybel ved Telegrafbukta,Tromsø, 20 m²,8 000 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=153256820,
153767044,Fin -  smart og lys hybel sentralt for kortidsutleie,ALFHEIMVEGEN 6 -  Tromsø, 19 m²,8 500 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=153767044,
173267848,Leilighet på Sør-Tromsøya til leie,Tromsø, 50 m²,10 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173267848,
173227066,Rekkehusleilighet -  ledig omgående.,Vinkelvegen 22 -  Tromsø, 89 m²,18 000 kr,Privat,Rekkehusfinn.no/realestate/lettings/ad.html?finnkode=173227066,
173231380,SØRBYEN: Lys og fin 4-roms leilighet - Kort og langtidsleie!,Mellomveien 37 -  Tromsø, 95 m²,21 000 kr,Winterhouse Apartments As,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173231380,
173229418,SENTRUM - arealeffektiv 4-roms med balkong! Kort og langtidsleie!,VESTREGATA 72 -  Tromsø, 90 m²,20 000 kr,Winterhouse Apartments As,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173229418,
173228082,Sørbyen- Moderne 4-roms i 1.etasje -  to bad med sentral og attraktiv beliggenhet!,Mellomveien 37 -  Tromsø, 93 m²,20 500 kr,Winterhouse Apartments As,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173228082,
72735225,Grøholt! Hybelrom i umiddelbar nærhet til UIT/UNN -  god standard. Møblert,Stakkevollvegen 146 -  Tromsø, 10 m²,4 450 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=72735225,
83221527,Leilighet 40kvm -  sentralt i Tromsø,Bodenhoffsveg 12/ sokkeletg. -  Tromsø, 40 m²,11 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=83221527,
158729905,Enebolig til leie i Åsvegen -  3(4) soverom -  stue + loftstue -  bad -  wc og carport! Flott hage og rolig nabolag!,ÅSVEGEN 14 -  Tromsdalen, 142 m²,20 000 kr,Privat,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=158729905,
132964212,Moderne fullt møblert og utstyrt 3-roms leilighet i sentrum,AMTMANNSGATA 3 -  Tromsø, 62 m²,16 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=132964212,
91773724,Ledig for "koronakarantene" fra 16-30 april.  -Fullt møblert hybelleilighet på Fagereng,HORNSUNDVEGEN 28b -  Tromsø, 20 m²,2 200 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=91773724,
107732908,Sokkeleilighet med 3 soverom,Jan Mayenvegen 16 -  Tromsø, 75 m²,15 600 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=107732908,
173199162,Fullt møblert leilighet med utsikt over Tromsø,KIRKEGÅRDSVEGEN 21 -  Tromsø, 35 m²,15 000 kr,Giæver Vertskap As,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173199162,
173196249,Fullt møblert leilighet med utsikt over Tromsø,KIRKEGÅRDSVEGEN 21 -  Tromsø, 35 m²,15 000 kr,Giæver Vertskap As,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173196249,
153039459,3-roms leilighet i Kaldfjord,Sjurelvveien 62 -  Kvaløya, 65 m²,9 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=153039459,
173191542,2roms leilighet i Tønsvika,Kvannlivegen 6 -  Krokelvdalen, 55 m²,11 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173191542,
172767167,Bolig i fjæra med nærhet til sentrum,Tønsvikvegen 444 -  Krokelvdalen, 100 m²,18 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172767167,
173179742,Lekker og fullt møblert 3- roms i sentrum.Ny i feb.20 Parkering -  wifi -  strøm ink,Bodenhoffs veg 3 -  Tromsø, 65 m²,16 000 kr,Winterhouse Apartments As,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173179742,
173174650,To rom i et bofelleskap leies ut til to personer,Petersborggata 71 -  Tromsø, 55 m²,7 500 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=173174650,
173176218,Sørbyen: Innbydende 3-roms med balkong. Parkering inkl!,Mellomveien 37 -  Tromsø, 78 m²,16 900 kr,Winterhouse Apartments As,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173176218,
173167574,Stor møblert leilighet over 2 plan i Tromsø Sentrum,VERFTSGATA 8 E -  Tromsø, 70 m²,15 000 kr,Giæver Vertskap As,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173167574,
151004929,HYBEL TIL LEIE,STRANDGATA 32 -  Tromsø, 11 m²,5 000 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=151004929,
173152764,Spektakulær leilighet i sørbyen! Fullt møblert. Klar for innflytting!,Mellomveien 39 -  Tromsø, 76 m²,17 000 kr,Winterhouse Apartments As,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173152764,
171154625,Stilren 4-roms bolig leies ut i sentrum,Grønnegata -  Tromsø, 77 m²,20 000 kr,Privat,Tomannsboligfinn.no/realestate/lettings/ad.html?finnkode=171154625,
173138791,Moderne 3-roms leilighet med parkering. Solrikt og fin utsikt.,Kveldrovegen 30 -  Tromsø, 75 m²,15 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173138791,
173125150,Romslig og moderne møblert enebolig med parkering/garasje,NISEVEGEN 91 -  Kvaløysletta, 135 m²,16 500 kr,Giæver Vertskap As,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=173125150,
173124522,Lukseriøs fullt møblert 100 kv/m utsiktsleilighet. Bo 3 meter fra havet.,Balsfjordvinden 36 -  Tromsø, 100 m²,15 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173124522,
173121531,4roms leilighet sentralt,Stakkevollvegen 32 -  Tromsø, 80 m²,18 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173121531,
173122181,Fullt møblert leilighet med parkering,KLIMAVEGEN 58 -  Tromsø, 90 m²,18 000 kr,Giæver Vertskap As,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=173122181,
173115699,Smart -  møblert og innholdsrik studioleilighet i sentrum,PEDER HANSENS GATE 3 A -  Tromsø, 21 m²,9 500 kr,Giæver Vertskap As,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173115699,
173108156,Fullt møblert leilighet med parkering,KVELDROVEGEN 36 -  Tromsø, 65 m²,14 000 kr,Giæver Vertskap As,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173108156,
158156868,Workintoppen -  - delvis møblert hybelleilighet + mye bodplass,Workinntoppen  12 -  Tromsø, 20 m²,8 000 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=158156868,
82881197,3-roms leilighet til leie på kvaløya/eidkjosen,Eidkjosvegen 6 -  Kvaløya, 78 m²,11 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=82881197,
117425609,Innholdsrik enebolig i Håkøybotn til leie,Straumsvegen 326 -  Kvaløya, 128 m²,18 000 kr,Privat,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=117425609,
118582357,1 av 3 nye hybler -  med nytt felles kjøkken og bad til leie.,Bjørnebekkveien 100 -  Tromsø, 10 m²,5 900 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=118582357,
173095104,2-ROMS MIDT I SENTRUM,DR LIES GATE 10 -  Tromsø, 47 m²,12 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173095104,
169453514,Hybel til leie på Slettaelva,Ryllikvegen 11 -  Kvaløysletta, 17 m²,6 500 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=169453514,
173066993,3 roms i fine omgivelser,Fjordvegen 80 -  Kvaløya, 57 m²,11 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173066993,
105276748,Romslig 4.roms Sokkelleilighet -  student og barnevennlig -  ink. Parkering -  Tv og Internet,Kråkebollevegen -  Kvaløya, 95 m²,16 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=105276748,
157918121,NY MULIGHET; Studio leilighet på toppen av Tromsøya,Conrad Holmboes vei 41 -  Tromsø, 25 m²,7 300 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=157918121,
173048132,Leilighet med høy standard sentralt i Tromsø,Kveldrovegen -  Tromsø, 65 m²,13 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173048132,
173012948,Stor leilighet i rolige omgivelser med byens beste utsikt,FLØYVEGEN 42 -  Tromsdalen, 105 m²,15 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173012948,
83538008,Flott hybel til leie i rolig område-ikke delt,Betalt plassering, 17 m²,6 500 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=83538008,
173011342,Sentrumsnær kjellerleilighet til leie,Kirkegårdsvegen 54 -  Tromsø, 35 m²,12 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173011342,
173007401,Sentral møblert leilighet,Grønnegata 123 -  Tromsø, 35 m²,9 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173007401,
172967996,Leilighet til leie i Tromsø sentrum,JONAS LIES GATE 10 -  Tromsø, 45 m²,11 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172967996,
93411622,Koselig leilighet til leie på Sør Tromsøya,Nansenvegen 51B -  Tromsø, 40 m²,11 900 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=93411622,
81681671,Hybel til leie sentralt på Tromsøya - nært til alt,Brinkvegen 41 -  Tromsø, 23 m²,8 050 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=81681671,
107758566,Hybel til leie i Ramfjorden -  25 min fra Tromsø.,MORENEVEGEN 36 -  Ramfjordbotn, 17 m²,6 720 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=107758566,
78183870,Møblert 3-roms leilighet sentralt i Tromsø for dere som ikke har bil. Også korttidsutleie aktuelt.,Mackbratta -  Tromsø, 60 m²,15 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=78183870,
172934549,Eldre enebolig. 5 soverom. Sentralt i Tromsø,Tromsø, 100 m²,20 000 kr,Privat,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=172934549,
172922262,Flott 2 roms leilighet til leie i Evjenveien,Evjenveien 172C -  Tomasjord, 53 m²,12 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172922262,
172883719,4-roms leilighet sentralt i Tomasjord,Tomasjordvegen 202 -  Tomasjord, 80 m²,17 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172883719,
91012991,Sentralt og supersjarmerende hus ved havet - direktebuss til UiT/UNN,STRANDVEGEN 84 -  Tromsø, 108 m²,24 000 kr,Privat,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=91012991,
172844584,Hus eller leilighet till leie - House/apartment for rent,Tromsø, 70 m²,17 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172844584,
172847510,Møblert 4-roms leilighet med panorama utsikt for korttidsleie,Dramsvegen 156 -  Tromsø, 100 m²,20 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172847510,
172836846,3-roms leilighet i byen,Tromsø, 110 m²,20 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172836846,
172828706,Nyoppusset 3-roms leilighet på Sør-Tromsøya,Senjavegen 27 B -  Tromsø, 80 m²,16 800 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172828706,
172817873,Ledige 1-roms leiligheter på Strandkanten,HJALMAR JOHANSENS GATE 267 -  Tromsø, 31 m²,9 500 kr,Nor Bygg AS,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172817873,
169598473,3 roms leilighet,hjalmar johansensgate 304 -  Tromsø, 75 m²,18 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=169598473,
75305887,Rom til leie i Tromsø sentrum,STORGATA 125 -  Tromsø, 14 m²,7 500 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=75305887,
161816001,6- Roms Leilighet FULLT møblert beliggende mellom sentrum- UNN-store soverom. Kortid/langtidsleie,Holmboevegen 10 D -  Tromsø, 80 m²,24 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=161816001,
172744233,3-roms leilighet-Korttidsleie,Sommerfeldts gate 65 -  Tromsø, 60 m²,14 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172744233,
150440514,Soverom i kollektivt,STAKKEVOLLVEGEN 176 -  Tromsø, 152 m²,5 300 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=150440514,
154397606,Kortidsleie -  kort veg til sykehus og turterreng.,Brattbakken 110 -  Tromsø, 70 m²,350 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=154397606,
172719474,Rimelig 2-roms leilighet ledig fra 8. april til og med 24. mai 2020.,Langsundvegen 8 -  Tromsø, 40 m²,8 400 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172719474,
172476418,Hybel til leie,Siriusvegen 15 -  Tomasjord, 15 m²,8 000 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=172476418,
172674783,Stor og moderne 4-roms leilighet på Sør-Tromsøya,Vangberg 4D -  Tromsø, 114 m²,24 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172674783,
164201278,100 kvm leilighet til leie (korttidsleie) på Sør-Tromsøya,Strandvegen 180B -  Tromsø, 100 m²,18 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=164201278,
160113021,Kveldro! Rom i bofellesskap m/ god standard! Oppusset bad og kjøkken -  samt store fellesarealer - Attraktiv beliggenhet!,KVELDROVEGEN 31 -  Tromsø, 15 m²,4 900 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=160113021,
158166255,Billig! 5 rom ledig i bofellesskap ved Grøholt/Kræmer -  stor bolig med adskilte rom -  kjøkken -  bad -  wc ++,LANGSUNDVEGEN 37 -  Tromsø, 15 m²,5 000 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=158166255,
172665490,2- roms leilighet Fagereng,Blårevsvingen 11 -  Tromsø, 53 m²,12 000 kr,Nor Bygg AS,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172665490,
157412104,Sentralt i Tromsdalen,Risøyveien -  Tromsdalen, 7 m²,5 000 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=157412104,
172597351,3 roms leilighet på Berg,Tonasveg 16 -  Tromsdalen, 80 m²,11 700 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172597351,
172579410,Rom til leie i Tromsø sentrum i sommer,PRESTENGGATA 41 -  Tromsø, 30 m²,6 500 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=172579410,
171731543,Korttidsleie - ledig rom fra 1. mai - 3-roms fra 21. juni,Tomasjord, 52 m²,5 900 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=171731543,
159057380,HYBEL TIL LEIE - 22 - 5 kvm,Eidkjosveien 32 -  Kvaløya, 23 m²,6 500 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=159057380,
172431314,3 roms leilighet til korttidsleie,Dramsvegen -  Tromsø, 75 m²,15 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172431314,
172345658,Moderne hybelleilighet beliggende i Hamna - med mulighet for å leie parkering,Hamneneset 18 - Hybel -  Tromsø, 28 m²,8 500 kr,Sne Eiendomsmegling AS,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172345658,
137720135,1 rom i bofellesskap,Tromsø, 79 m²,6 500 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=137720135,
118459386,TROMSØ SENTRUM - VÅR- OG SOMMERUTLEIE,Dr. Lies gt. 6 -  Tromsø, 54 m²,12 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=118459386,
134300879,Lys -  moderne og flott hybel-leilighet på ca.35 kvm til leie,Krognessvegen 10A -  Tromsø, 35 m²,8 000 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=134300879,
171541408,Stor 3-roms toppleilighet i sentrum -  m/fin utsikt -  2 balkonger -  heis og parkeringsplass!,Storgata 125 -  Tromsø, 70 m²,17 800 kr,Sne Eiendomsmegling AS,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=171541408,
103487676,Trivelig 2-roms leilighet på Solligården til leie.,MIDTRE SOLLIGÅRDEN 1 -  Tromsdalen, 56 m²,10 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=103487676,
160110277,Billig Kortidsleie! Stor leilighet på 175kvm med 10 soverom -  stort kjøkken -  dusjrom -  wcrom -  vaskerom -  WIFI & parkering!,LANGSUNDVEGEN 37 -  Tromsø, 175 m²,25 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=160110277,
96285768,5 Roms til leie Sentralt på Tromsøya,HAAKON VII'S GATE 14 -  Tromsø, 115 m²,24 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=96285768,
133359687,3-roms leilighet på 80kvm til leie i Ersfjordbotn.,Naustbuktvegen 23 -  Kvaløya, 80 m²,11 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=133359687,
170546382,Panoramaleilighet midt i Tromsø Sentrum,NORDRE TOLLBODGATE 7 -  Tromsø, 55 m²,15 000 kr,Arctic Eiendom Harstad AS,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=170546382,
170544229,Leilighet midt i Tromsø Sentrum,NORDRE TOLLBODGATE 7 -  Tromsø, 55 m²,15 000 kr,Arctic Eiendom Harstad AS,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=170544229,
169896494,Moderne 3-roms leilighet med gjennomgående høy standard og parkering -  sentralt beliggende på Tomasjord!,Evjenveien 92 -  Tomasjord, 63 m²,14 500 kr,Sne Eiendomsmegling AS,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=169896494,
165191856,Rekkehus til leie i Dorgvegen 35,Dorgvegen 35 -  Tromsø, 115 m²,22 000 kr,Nor Bygg AS,Rekkehusfinn.no/realestate/lettings/ad.html?finnkode=165191856,
