SEP=,

ID, beskrivelse, adresse, Kvadratmeter, pris, utleier, type bolig , link
100007133,Moderne leilighet med 2 soverom og to bad til leie/eventuelt for salg,Siriskjeret 17 -  HO203 -  Stavanger, 92 m²,14 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=100007133,
95902542,Pen Hybelleilighet nær Universitetet inkl. Internet. Ledig 1. august!,Snarehaugen 70 -  Stavanger, 22 m²,6 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=95902542,
109425214,Flott enebolig Grannes med god utsikt,Radioveien 12 -  Hafrsfjord, 220 m²,28 000 kr,Privat,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=109425214,
125552997,Flott -  møblert leilighet sentralt på Våland,Hafrsfjordgata 18 -  Stavanger, 68 m²,11 000 kr,Privat,Tomannsboligfinn.no/realestate/lettings/ad.html?finnkode=125552997,
97577327,Lekker leilighet med 3 soverom midt i Stavanger sentrum,St Olavsgate 7 -  Stavanger, 120 m²,20 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=97577327,
59445377,Pen og godkjent leilighet nær UIS til leie - 3 soverom,Novstubben 3 -  Hafrsfjord, 73 m²,10 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=59445377,
75163280,Sentrum - Moderne kollektiv like ved sentrum - Takterrasse - Fullt møblert,STIFTELSESGATA 24 -  Stavanger, 10 m²,4 700 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=75163280,
122828581,Leilighet sentralt på Madlamark,Hognes gate 25 c -  Hafrsfjord, 72 m²,10 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=122828581,
90088161,Eiganes -  Sokkelleilig -  Varmekabler -  Oppvaskmaskin -  Peis -  Downlights -  Møblert - .,Lektor Einar Høigårds gate 1 -  Stavanger, 56 m²,9 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=90088161,
173991229,2 roms leiligheter i sentrum ledig  - One bedroom apartments centrally located short term,VERKSGATA 1 D -  Stavanger, 35 m²,16 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173991229,
91849324,Sentrum/Badedammen,BAKGATA 10 -  Stavanger, 56 m²,10 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=91849324,
173989865,Korttidsleie (minimum 1 uke) / Short term lease (minimum 1 week),Valberget 13 - 2. etasje -  Stavanger, 63 m²,16 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173989865,
79273624,Sentral og moderne leilighet med 3 soverom - 135m2,SAUDAGATA 31 B -  Stavanger, 135 m²,15 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=79273624,
173993374,SENTRUM- Leilighet midt i smørøyet - 2 soverom -  wc -  balkong. Internett/tv inkludert.,Bakkegata 13 -  Leil. 201 -  Stavanger, 60 m²,12 000 kr,Utleiemegleren Stavanger,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173993374,
173974252,Rom til leie i bofelleskap,VISTEGATA 10 -  Stavanger, 240 m²,5 500 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=173974252,
173381090,Møblert leilighet i nærheten av "alt",Hillevågsveien 83 -  Stavanger, 48 m²,9 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173381090,
173884425,Gamle Stavanger - Flott møblert leilighet med 1 soverom og en fantastisk terrasse / Nice apartment with one bedroom and a great terrace - ,Mellomstraen 11 H0201 -  Stavanger, 46 m²,11 000 kr,EiendomsMegler 1 Boligutleie,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173884425,
72575058,Lekker -  sentrumsnær leilighet med høy standard -  full møblert og parkeringsplass!,NEDSTRANDSGATA 46 -  Stavanger, 81 m²,15 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=72575058,
173972957,Helt ny 3-roms leilighet er ledig nå - høy standard - parkering - takterrasse- møblering etter avtale.,Musegata 74 - Leilighet 101 -  Stavanger, 64 m²,15 000 kr,Utleiemegleren Stavanger,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173972957,
173940547,Bjergsted - Fin og moderne leilighet -  fullt møblert med 2 soverom / Fully furnished apartment with 2 bedroom.,Sverdrupsgate 33 H0202 -  Stavanger, 69 m²,12 000 kr,EiendomsMegler 1 Boligutleie,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173940547,
94369881,ROM I BOFELLESSKAP TIL LEIE,SYMREVEIEN 2 -  Stavanger, 16 m²,3 200 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=94369881,
75017018,Flott leilighet nær sentrum.,Prinsens gate 22 -  Stavanger, 110 m²,18 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=75017018,
173953528,Romslig -  lys og fin leilighet med attraktiv beliggenhet i rolig område sentralt i Stavanger sentrum,Løkkeveien 52 -  Stavanger, 80 m²,12 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173953528,
173953646,Studioleilighet midt i sentrum - god standard. Møblert,Kirkegata 44 -  Stavanger, 25 m²,7 000 kr,Utleiemegleren Stavanger,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173953646,
173868831,Våland - Fin og umøblert/møblert leilighet med 2 soverom / Nice and ufurnished/furnished apartment with 2 bedrooms,Balders gate 2A -  3 etasje -  Stavanger, 68 m²,13 000 kr,EiendomsMegler 1 Boligutleie,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173868831,
173951916,HUNDVÅG-  Romslig og fin 3- roms endeleilighet midt i sentrum- Møblert,Hundvågveien 45B -  Hundvåg, 108 m²,14 000 kr,Utleiemegleren Stavanger,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173951916,
173945704,Lekker leilighet med balkong og sjøutsikt- Møblert- Kabeltv -  bredbånd og strøm inkludert,Breivikveien 19A -  Stavanger, 41 m²,10 000 kr,Utleiemegleren Stavanger,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173945704,
174514720,Enebolig med 4 soverom og stor hage til leie,Betalt plassering, 145 m²,12 500 kr,Privat,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=174514720,
173834448,Sentrumsnær enebolig i blindvei med stor hage til leie,RAGNVALD RIBSSKOGS GATE 21 -  Stavanger, 86 m²,16 000 kr,Privat,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=173834448,
73905108,Kjekk 3-roms leilighet nær UIS og SUS  til leie.,Bakkesvingen 26B -  Stavanger, 70 m²,10 500 kr,Privat,Rekkehusfinn.no/realestate/lettings/ad.html?finnkode=73905108,
173922383,HILLEVÅG - Flott 3-roms leilighet med sentral beliggenhet - Fullt møblert,Bergsagelveien 39 - 201 -  Stavanger, 60 m²,12 000 kr,Utleiemegleren Stavanger,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173922383,
73065184,Furnished studio apartment- incl. Internet -  electricity,BOGANESVEIEN 29 -  Stavanger, 18 m²,6 000 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=73065184,
133859425,BJERGSTED - Flott 3-roms med balkong og parkering m/ELbillader,Sverdrupsgate 30 -  Stavanger, 67 m²,14 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=133859425,
73814679,2 out of 3 bedrooms available in a homeshare arrangement,Kong oscars gate 1 -  Stavanger, 82 m²,4 500 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=73814679,
95694371,Innholdsrik - sentral bolig til leie med 4 soverom og flott hage.,Calypsoveien 3 -  Hundvåg, 160 m²,18 000 kr,Privat,Tomannsboligfinn.no/realestate/lettings/ad.html?finnkode=95694371,
173858280,Nyere leilighet med stor og solrik terrasse.,Tjuvholmveien 50 -  Stavanger, 103 m²,18 000 kr,Utleiemegleren Stavanger,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173858280,
173851604,Nyoppusset toroms leilighet i Stavanger,PEDERSGATA 32 B -  Stavanger, 58 m²,13 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173851604,
173762833,Saxemarka - Flott -  umøblert leilighet med 2 soverom / Nice and unfurnished apartment with two bedrooms.,Riiser-Larsens gate 1 H0408 -  Stavanger, 76 m²,12 000 kr,EiendomsMegler 1 Boligutleie,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173762833,
86651805,Hundvåg -   leilighet.,Morteveien 33 -  Hundvåg, 95 m²,10 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=86651805,
76471621,Moderne og strøken leil. til leie -  balkong -  garasjepl -  TV/internet/strøm inkl,Lervigbrygga 291 -  Stavanger, 49 m²,11 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=76471621,
173829254,Koselig enebolig til leie i Stavanger sentrum,Brødregata 23 -  Stavanger, 67 m²,15 000 kr,Privat,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=173829254,
152524861,UTLEID - BYHAUGEN - Leilighet til leie -  Sentrumsnært,Randabergveien 42 -  Stavanger, 35 m²,6 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=152524861,
173820683,Modern leilighet ved Tastasenteret,RANDABERGVEIEN 104 -  Stavanger, 40 m²,6 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173820683,
108577414,Sentralt Storhaug - Rom i bofellesskap,Stavanger, 16 m²,3 900 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=108577414,
171451203,Stavanger - Sentral -  møblert leilighet med 2 soverom og sjøutsikt. Fullt møblert  / Central -  furnished apartment with 2 bedrooms and sea view. Fully funished.,Verven 46 -  103 -  Stavanger, 68 m²,14 000 kr,EiendomsMegler 1 Boligutleie,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=171451203,
149173380,Luftig og stor 2-roms med fantastisk utsikt. 2 min fra Stavanger togstasjon.,Kannikbakken 6 -  Stavanger, 61 m²,12 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=149173380,
173714672,3D/ VIRTUAL TOUR:  Sentrum - Fullt møblert og fin leilighet med 2 soverom -  terrasse og parkering. Oppvarming inkl. i husleien / Fully furnished and nice apartment with 2 bedrooms -  terrace and parking. Heating included in rent,Øvre Strandgate 114 H0403 -  Stavanger, 74 m²,16 000 kr,EiendomsMegler 1 Boligutleie,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173714672,
173780634,Stor endeleilighet med høy standard - 3  soverom - balkong - parkering i lukket anlegg.,Rustabakken 25 -  Stavanger, 82 m²,14 500 kr,Utleiemegleren Stavanger,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173780634,
173763846,Moderne sentral leilighet i Siriskjeret til leie -  rett ved sjøen og 5 min fra BI,SIRISKJERET 6 -  Stavanger, 43 m²,9 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173763846,
154661667,Trippelrom midt i sentrum - STRØM + INTERNET INK.,Østervågkaien 5 -  Stavanger, 150 m²,7 000 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=154661667,
173737162,Enebolig m 3 soverom og god utsikt,Kvalebergv 8 -  Stavanger, 115 m²,13 500 kr,Privat,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=173737162,
173738011,Stavanger - Lekker leilighet med 1-2 soverom midt i sentrum!,Nedre Holmegate 9C -  Leil 403 -  Stavanger, 55 m²,12 000 kr,Utleiemegleren Stavanger,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173738011,
67061777,2 min å gå til sentrum i koselig hus. Alt inkludert,KIRKEBAKKEN 18 -  Stavanger, 8 m²,3 500 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=67061777,
172655576,Sentrumsnær lys leilighet med mulighet for leie av parkering,Vaisenhusgate 39B -  Stavanger, 80 m²,12 000 kr,Witro AS,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172655576,
161763721,Enebolig/feriehus til leie på Fogn,Hovdadalen 56 -  Fogn, 90 m²,6 000 kr,Privat,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=161763721,
94769456,Sentral  leilighet m/3 soverom,Pedersgt.102 a -  Stavanger, 68 m²,12 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=94769456,
173701465,Leilighet med utsikt 2.etj,Dusavikveien 90 -  Stavanger, 80 m²,9 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173701465,
173705683,HINNA/JÅTTEN - LEDIG 1.APRIL - Flott -  leilighet med 2 soverom -  parkering -  terrasse og utsikt. Møblert,Boremarkveien 31 -  Stavanger, 55 m²,12 500 kr,Utleiemegleren Stavanger,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173705683,
173392296,3D/ VIRTUAL TOUR: Østre bydel- Moderne leilighet med 2 soverom -  fullt møblert / Modern apartment with two bedrooms -  fully furnished.,Breivikveien 31 A H0404 -  Stavanger, ikke oppgitt,17 000 kr,EiendomsMegler 1 Boligutleie,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173392296,
173693793,Nyere 3-roms leilighet - Møblert etter avtale - stor balkong - utsikt - takterrasse.,Hamneveien 15 -  Stavanger, 83 m²,14 000 kr,Utleiemegleren Stavanger,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173693793,
83339478,Sentral og lys leilighet med nydelige hage!,SMALGANGEN 7 -  Stavanger, 27 m²,6 800 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=83339478,
76110366,Godkjent nyere sokkelleilighet - Tasta,Skogstøveien 46 -  Stavanger, 50 m²,9 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=76110366,
112428689,Stavanger Øst - stilren toppleilighet med høy standard og god planløsning,Rennesøygata 14 G -  Stavanger, 85 m²,15 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=112428689,
173649957,Nyere oppusset leilighet med 3 soverom ledig fra 01.06.2020,Madlaveien 36 -  Stavanger, 72 m²,12 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173649957,
172905448,Fullt møblert leilighet sentralt Stavanger,Hasivgt 10 1. etasje -  Stavanger, 70 m²,9 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172905448,
169510249,Sentrum - Lys møblert leilighet ved sjøen - 2 soverom / Bright and furnished apartment by the sea - 2 bedrooms,Verven 10 H0404 -  Stavanger, 68 m²,12 000 kr,EiendomsMegler 1 Boligutleie,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=169510249,
173623484,STAVANGER SENTRUM- Kjekk og lettstelt leilighet med 2 soverom,Valberggata 14 -  Leil 2 -  Stavanger, 45 m²,8 000 kr,Utleiemegleren Stavanger,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173623484,
173623266,Lys og fin 2- roms leilighet med sentral beliggenhet,Valberggata 14 -  Leil 3 -  Stavanger, 45 m²,7 700 kr,Utleiemegleren Stavanger,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173623266,
100069903,Innbydende leilighet sentralt i Stavanger - Alt inkludert,ROSENLI 15 -  Stavanger, 51 m²,11 700 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=100069903,
106160743,Lys og innholdsrik leilighet til leie,Myrveien 1 -  Stavanger, 62 m²,11 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=106160743,
173621037,SUNDE- Lekker 3- roms endeleilighet i 2 Etg- Møblert- Kabeltv -  bredbånd og fjernvarme inkludert,Rytterhøyden 64 -  Hafrsfjord, 58 m²,11 000 kr,Utleiemegleren Stavanger,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173621037,
117816398,Stor sentral leilighet - 3 soverom - Møblert/Terasse/Parkering i garasjeanlegg,ÅKRAGATA 9 I -  Stavanger, 90 m²,13 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=117816398,
173592401,Kjekk sokkel leilighet,Gjerdestien 26B -  Hafrsfjord, 70 m²,7 900 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173592401,
63538376,Meget pen 3-roms leilighet sentralt på Vestre Platå - fullt møblert,WESSELS GATE 32 -  Stavanger, 65 m²,12 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=63538376,
164354037,Sokkelleilighet på Hinnahøyden,Hordaveien 8B -  Stavanger, 55 m²,9 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=164354037,
173500333,Bolig på Gausel til leie.170 kvm -  2 Bad og 4 sov - ,Nedre Gauselvågen 5 B -  Stavanger, 170 m²,17 500 kr,Privat,Tomannsboligfinn.no/realestate/lettings/ad.html?finnkode=173500333,
109640177,Delvis sokkelleilighet til leie,Kobbungveien 14a -  Hundvåg, 60 m²,8 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=109640177,
85126724,Sentrumsnært Våland,Kaptein Langes gate 5 -  Stavanger, 105 m²,11 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=85126724,
174297127,Leilighet i Stavanger sentrum med 4 soverom,Betalt plassering, 95 m²,14 000 kr,Centrum Apartments AS,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=174297127,
133953406,Rom til leie - Sentrum/Sotrhaug,Lerviksveien 29 -  Stavanger, 10 m²,4 000 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=133953406,
113564370,Fantastisk beliggenhet og utsikt - Vannkanten -  Siriskjær,Stavanger, 67 m²,11 900 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=113564370,
74379534,Pent og fin leilighet med balkong,TVARABERGKROKEN 2 B -  Hafrsfjord, 75 m²,9 500 kr,Privat,Tomannsboligfinn.no/realestate/lettings/ad.html?finnkode=74379534,
173302933,Sentral leilighet med utsikt over byen,Almeveien 6 -  Stavanger, 84 m²,12 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173302933,
91977920,Enebolig med mulighet for stor kjøkkenhage tilleie på Mosterøy,Askjeveien 53 -  Mosterøy, 160 m²,11 000 kr,Privat,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=91977920,
173415547,Leilighet til leie,Christian jakobsens gate 18 -  Stavanger, 20 m²,10 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173415547,
173372799,Ledig rom i lite kollektiv / rom i leilighet / Byfjordparken,Dusavikveien 75 -  Stavanger, 85 m²,6 000 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=173372799,
173388986,Moderne leilighet 2 sov / Modern 2 bedroom apartment.,LABERGET 67 -  Stavanger, 70 m²,14 000 kr,City Housing AS,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173388986,
173385654,Koselig leilighet i Stavanger sentrum - 2 soverom,Pedersgata 71 -  Stavanger, 59 m²,8 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173385654,
162295703,Rom i hyggelig jentekollektiv i Stavanger sentrum!,Pedersgata 41 -  Stavanger, 9 m²,4 500 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=162295703,
172773627,Sunde - Hoveddel av enebolig -  umøblert med 5 soverom / Main part of detached house -  unfurnished with 5 bedrooms.,Persokkrossen 7A -  Hafrsfjord, 386 m²,26 000 kr,EiendomsMegler 1 Boligutleie,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172773627,
169583856,Grannes - Flott leilighet med 1 soverom / Nice apartment with 1 bedrooms,Grannesstien 19 H303 -  Hafrsfjord, 53 m²,10 000 kr,EiendomsMegler 1 Boligutleie,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=169583856,
170992224,Stavanger sentrum- Flott leilighet i vannkanten med 1 soverom. Fast parkering / Nice apartment with 1 bedroom. Park. incl.,Verven 42 -  leili 204 -  Stavanger, 38 m²,10 000 kr,EiendomsMegler 1 Boligutleie,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=170992224,
75494175,Attraktiv -  lys leilighet til leige sentralt i Stavanger. Strøm inkludert.,verven 2 -  Stavanger, 33 m²,8 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=75494175,
168835861,Leilighet til leie - Storhaug,TRAFIKKGATA 14 -  Stavanger, 81 m²,13 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=168835861,
162347335,Ny renovert kjellerleilighet på storhaug inkl -  tv og internett,Avaldsnesgata 64 -  Stavanger, 60 m²,9 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=162347335,
167006683,Utsiktsleilighet på Holmen,Nedre Holmegate 9c -  Stavanger, 50 m²,12 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=167006683,
98441538,Rom i sentral leilighet/bofellesskap -  6 minutter med buss til UiS og sentrum.,Leif Dietrichsons gate 12 D -  Stavanger, 84 m²,3 800 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=98441538,
173178346,Stokka - Pen og velholdt leilighet m/ 4 soverom og 2 bad /Modern apartment with 4 bedrooms and 2 bathrooms,Utleid, 118 m²,Utleid,EiendomsMegler 1 Boligutleie,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173178346,
173303948,Koselig enebolig på Hillevåg- 4 soverom,Knausen 13 -  Stavanger, 154 m²,16 000 kr,Privat,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=173303948,
173308351,Moderne leilighet 2 sov / Modern 2 bedroom apartment.,ST. OLAVS GATE 9 -  Stavanger, 100 m²,16 000 kr,City Housing AS,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173308351,
173308720,Pen enebolig - Fantastisk utsikt - 5  soverom - Umøblert/delvis møblert,Søreveien 69 -  Austre Åmøy, 200 m²,14 000 kr,Utleiemegleren Stavanger,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=173308720,
173305903,Modern 2 bedroom apartment / Electricity and internet included,Jåttåvågveien 20B -  Stavanger, 70 m²,16 000 kr,City Housing AS,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173305903,
158518679,Rom i bofellesskap i Stavanger sentrum,PEDERSGATA 47 -  Stavanger, 6 m²,3 800 kr,Privat,Rom i bofellesskapfinn.no/realestate/lettings/ad.html?finnkode=158518679,
173277278,Fully furnished house for rent,RANDABERGVEIEN 264 B -  Stavanger, 300 m²,30 000 kr,Privat,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=173277278,
173293885,GAUSEL - Nær Equinor/NATO - Leilighet i toppetasje til leie,Glassperleveien 1F -  Stavanger, 55 m²,10 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173293885,
146964069,Hus til leie i sentrum av Stavanger,BAKERGATA 1 -  Stavanger, 75 m²,10 800 kr,Privat,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=146964069,
173278611,Tjensvoll - Nice leilighet for leie,AXEL PAULSENS GATE 12 -  Stavanger, 62 m²,10 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173278611,
173261015,GAUSEL - Attraktiv 2-roms hjørneleilighet med stor balkong - 1 (2) soverom - Parkering,Glassperleveien 1 I -  Stavanger, 58 m²,11 500 kr,Utleiemegleren Stavanger,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173261015,
167963281,Madla - Flott -  møblert leilighet med 2 soverom / Nice furnished apartment with 2 bedrooms,Frodes gate 1B H0201 -  Hafrsfjord, 89 m²,15 000 kr,EiendomsMegler 1 Boligutleie,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=167963281,
173228187,UNIKT PAKKETILBUD - 10 studioleiligheter i Paradis,LAGÅRDSVEIEN 61 -  Stavanger, 25 m²,62 900 kr,Frogner House Apartments AS,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173228187,
173139468,VERVEN - Fullt møblert leilighet med 2 soverom -  2 bad og en fantastisk sjøutsikt / Fully furnished apartment with two bedrooms -  2 bathrooms and an amazing seaview,Verven 12C H0302 -  Stavanger, 90 m²,20 000 kr,EiendomsMegler 1 Boligutleie,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173139468,
172157942,Egelandsveien 25B -  Stavanger / Kjekk vertikaltdelt bolig -  umøblert med 3 soverom / Nice semi detached house -  unfurnished with 3 bedrooms,Egelandsveien 25B -  Stavanger, 113 m²,14 000 kr,EiendomsMegler 1 Boligutleie,Rekkehusfinn.no/realestate/lettings/ad.html?finnkode=172157942,
80061776,Stor leilighet med 3 soverom. Kort vei til det meste. Buss og tog stopp i nærheten.,HILLEVÅGSVEIEN 69 -  4016 -  Stavanger, 120 m²,14 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=80061776,
173135655,Lys og skjermet leilighet fra 2006 sentralt plassert i Stavanger Øst. Parkering i lukket anlegg,Haugesundsgata 13B -  Stavanger, 40 m²,9 200 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173135655,
155534960,Østhusvik - Nyere enebolig rett ved sjøen til leie - 4 soverom,Nordhusmarka 1 -  Rennesøy, 156 m²,13 500 kr,Privat,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=155534960,
172194550,Ledig leilighet i sentral bygård i Stavanger // Apartment available in Stavanger City Centre,Bratteberggata 31B -  Stavanger, 42 m²,7 800 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=172194550,
173180824,SENTRUM - 3-roms leilighet - 2 Soverom -  Rett ved fargegata - Umøblert,Bakkegata 18 -  H0101 -  Stavanger, ikke oppgitt,7 000 kr,Utleiemegleren Stavanger,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173180824,
127114032,Kort/langtid leige. Koselig leilighet  -  5 min spasertur frå sentrum -  2min til lokalbutikken og bussterminalen,Opheimsgata 27 -  Stavanger, 75 m²,15 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=127114032,
134411537,Moderne og stilren familiebolig med etterspurt beliggenhet på Tasta.,Stavanger, 109 m²,15 500 kr,Privat,Tomannsboligfinn.no/realestate/lettings/ad.html?finnkode=134411537,
173102936,3D/ VIRTUAL TOUR: Våland - Koselig -  fullt møblert leilighet med egen hage / Cozy -  fully furnished apartment with own garden.,Johan Thorsens gate 64C U0101 -  Stavanger, 40 m²,9 500 kr,EiendomsMegler 1 Boligutleie,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173102936,
172820389,3D/ Virtual tour: Byhaugen- Stor arkitekttegnet villa med innholdsrik planløsning og fin skjermet hage / Large architect designed villa with copious floor plans and a nice sheltered garden.,Byhaugkroken 9 -  Stavanger, 350 m²,42 000 kr,EiendomsMegler 1 Boligutleie,Eneboligfinn.no/realestate/lettings/ad.html?finnkode=172820389,
132388619,Leilighet til leie,Hjelmelandsgt.98 -  Stavanger, 77 m²,10 000 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=132388619,
173104269,Vestvent 3 roms leilighet med utsikt og innglasset terrasse,MADLASTOKKEN 26 -  Hafrsfjord, 73 m²,12 500 kr,Privat,Leilighetfinn.no/realestate/lettings/ad.html?finnkode=173104269,
75343835,Leilighet i 3.etasje til leie,Kaptein Mejlændersgt.12 -  Stavanger, 45 m²,8 100 kr,Privat,Hybelfinn.no/realestate/lettings/ad.html?finnkode=75343835,
